User ID,Signup Date,Age,Gender,Country,signup_channel,Tier at Signup
U00555,2022-07-26,44,F,UK,paid_social,premium
U00556,12/25/2022,45,M,IN,organic,premium
U00557,2022-09-08,38,F,BR,paid_social,basic
U00558,05/12/2022,52,F,US,paid_social,standard
U00559,2024-07-30,57,M,US,referral,standard
U00560,2022-11-12,26,M,US,organic,premium
U00561,16-06-2024,59,M,BR,partner,premium
U00562,2023-01-15,55,F,DE,paid_search,premium
U00563,2023-01-11,36,F,BR,referral,basic
U00564,2022-09-07,45,F,US,organic,basic
U00565,2022-11-23,58,F,US,paid_social,premium
U00566,2022-01-14,20,F,DE,organic,standard
U00567,09-07-2024,45,F,US,organic,standard
U00568,12-12-2023,30,M,CA,paid_search,basic
U00569,29-08-2022,35,F,US,organic,standard
U00570,2024-09-11,45,F,AU,organic,basic
U00571,2024-10-09,19,F,US,paid_social,premium
U00572,2024-06-04,25,F,US,referral,premium
U00573,22-06-2022,47,NB,DE,organic,basic
U00574,2024-07-02,29,M,US,referral,premium
U00575,12/21/2022,27,NB,AU,referral,basic
U00576,02/21/2022,46,F,CA,paid_social,standard
U00577,2024-04-21,53,M,DE,paid_search,basic
U00578,30-03-2023,38,F,US,paid_social,standard
U00579,2024-03-07,27,N/A,US,paid_social,standard
U00580,"Apr 27, 2024",41,M,CA,paid_search,basic
U00581,06-11-2023,13,F,US,paid_social,basic
U00582,12-11-2024,53,F,US,organic,basic
U00583,"Sep 04, 2023",52,F,CA,paid_social,standard
U00584,"Mar 01, 2023",21,M,US,partner,premium
U00585,05/26/2024,49,F,US,paid_social,basic
U00586,2023-07-26,52,F,JP,organic,premium
U00587,"Dec 13, 2023",24,M,US,paid_search,premium
U00588,14-05-2022,28,F,JP,paid_search,premium
U00589,2023-04-18,45,M,US,organic,standard
U00590,01-02-2024,43,F,US,paid_search,basic
U00591,12/31/2023,40,M,JP,paid_social,premium
U00592,2022-03-02,30,M,DE,paid_search,premium
U00593,2023-03-05,24,M,US,referral,basic
U00594,2022-01-02,43,M,US,paid_search,basic
U00595,2023-02-26,51,F,UK,organic,premium
U00596,2024-03-26,43,F,US,organic,standard
U00597,2022-08-28,45,F,CA,partner,basic
U00598,2024-04-26,59,F,MX,partner,premium
U00599,2023-06-07,44,M,JP,paid_search,premium
U00600,2023-02-11,17,M,US,organic,premium
U00601,"Jul 12, 2023",35,F,US,paid_search,basic
U00602,2024-05-24,49,F,CA,paid_social,basic
U00603,12/05/2023,40,F,AU,organic,basic
U00604,2022-10-02,22,F,US,paid_search,basic
U00605,2024-12-08,24,F,CA,referral,standard
U00606,2022-04-29,44,F,AU,paid_social,premium
U00607,07/16/2023,23,F,UK,paid_social,premium
U00608,2022-07-17,52,M,US,paid_social,basic
U00609,2024-09-07,35,F,US,partner,basic
U00610,2024-09-27,58,F,CA,partner,basic
U00611,07/24/2022,50,F,US,organic,premium
U00612,2024-01-11,21,M,UK,referral,basic
U00613,08/23/2024,42,F,US,referral,standard
U00614,30-12-2022,29,F,BR,paid_search,standard
U00615,18-06-2022,76,M,BR,organic,basic
U00616,"Sep 26, 2024",29,F,CA,referral,basic
U00617,2022-03-26,27,F,UK,organic,premium
U00618,2022-02-27,22,M,DE,paid_search,standard
U00619,"May 08, 2024",38,M,UK,partner,basic
U00620,2022-03-28,37,F,US,referral,basic
U00621,"Oct 28, 2024",34,M,UK,organic,premium
U00622,2024-01-16,49,M,MX,paid_social,basic
U00623,04-11-2023,55,F,US,organic,basic
U00624,2024-09-05,24,M,MX,paid_search,premium
U00625,2023-02-27,43,F,DE,paid_social,premium
U00626,03/04/2023,31,M,JP,organic,standard
U00627,01-12-2024,22,M,UK,paid_search,premium
U00628,05-07-2023,21,M,UK,referral,standard
U00629,06/04/2024,19,F,UK,paid_social,standard
U00630,02-09-2023,26,Prefer not to say,US,organic,premium
U00631,2024-01-22,25,F,CA,organic,basic
U00632,"Aug 10, 2024",51,M,MX,partner,premium
U00633,08/19/2024,20,F,US,organic,standard
U00634,2024-01-19,52,F,CA,partner,premium
U00635,18-03-2023,40,F,BR,paid_search,basic
U00636,2022-09-24,57,F,CA,paid_social,basic
U00637,2023-04-14,54,F,US,referral,basic
U00638,2023-01-08,32,M,UK,partner,standard
U00639,28-05-2023,24,F,AU,paid_search,standard
U00640,12-09-2022,23,F,US,referral,premium
U00641,07/19/2023,27,F,DE,organic,premium
U00642,12/05/2022,23,M,UK,referral,premium
U00643,"Aug 30, 2024",25,Prefer not to say,US,paid_social,basic
U00644,2023-05-29,41,F,IN,organic,premium
U00645,"Jan 07, 2024",57,Prefer not to say,BR,paid_social,basic
U00646,20-11-2023,21,Prefer not to say,FR,organic,premium
U00647,2022-07-07,55,F,BR,paid_search,premium
U00648,2023-08-20,35,M,FR,paid_search,premium
U00649,08/21/2022,23,M,US,paid_search,premium
U00650,2024-05-30,17,F,UK,paid_social,premium
U00651,2022-08-29,42,F,FR,referral,standard
U00652,2023-02-12,42,Prefer not to say,BR,paid_search,premium
U00653,04/25/2023,35,Prefer not to say,US,paid_search,basic
U00654,"Jun 11, 2024",30,F,US,paid_search,premium
U00655,08/16/2022,47,,US,paid_social,basic
U00656,"May 08, 2024",23,M,UK,organic,premium
U00657,2022-05-03,22,M,US,organic,premium
U00658,08/11/2022,43,M,US,referral,standard
U00659,2024-07-08,36,F,UK,organic,basic
U00660,2023-05-07,43,F,BR,organic,basic
U00661,2022-08-29,68,M,AU,organic,basic
U00662,02/08/2022,39,M,US,paid_search,standard
U00663,25-10-2022,53,M,US,organic,premium
U00664,2024-07-24,32,M,BR,organic,basic
U00665,2023-12-25,37,M,CA,paid_search,basic
U00666,"Jan 13, 2024",17,F,US,organic,standard
U00667,2024-05-31,32,Unknown,BR,paid_social,standard
U00668,2024-04-20,24,NB,CA,organic,basic
U00669,03-01-2022,48,NB,US,organic,basic
U00670,09-11-2022,45,F,MX,organic,premium
U00671,09/07/2024,55,M,US,referral,basic
U00672,23-09-2024,24,NB,US,paid_social,basic
U00673,2024-12-19,47,F,DE,paid_search,premium
U00674,"Nov 01, 2022",55,F,UK,referral,premium
U00675,"Sep 10, 2022",49,M,US,paid_social,basic
U00676,10-06-2022,40,F,CA,referral,premium
U00677,2024-09-23,25,Prefer not to say,IN,paid_search,standard
U00678,11-09-2022,22,M,DE,paid_social,premium
U00679,2023-05-08,39,F,US,organic,basic
U00680,2023-09-08,45,NB,FR,paid_social,standard
U00681,2022-12-14,37,M,UK,organic,standard
U00682,2023-10-23,31,F,MX,referral,standard
U00683,2023-07-10,43,F,AU,paid_search,premium
U00684,2023-12-17,38,F,FR,partner,standard
U00685,2022-10-19,34,F,IN,paid_search,standard
U00686,2023-10-05,14,Prefer not to say,IN,organic,standard
U00687,06/04/2023,32,M,US,paid_social,standard
U00688,30-05-2022,32,M,IN,partner,standard
U00689,2024-05-02,24,F,US,organic,basic
U00690,2024-12-19,23,M,US,partner,basic
U00691,2022-06-09,34,M,FR,referral,basic
U00692,"Jan 01, 2023",26,NB,CA,organic,premium
U00693,2023-05-29,53,F,CA,referral,basic
U00694,02/20/2022,41,M,BR,organic,standard
U00695,2023-08-30,43,F,US,organic,premium
U00696,2023-06-08,28,F,CA,paid_search,premium
U00697,01/17/2024,49,F,US,organic,premium
U00698,2024-07-12,23,F,US,paid_search,standard
U00699,2023-10-27,13,F,JP,partner,premium
U00700,2022-11-19,48,F,BR,organic,basic
U00701,04-08-2022,16,F,US,referral,standard
U00702,2024-04-24,27,M,UK,paid_search,premium
U00703,2022-07-15,42,M,JP,paid_search,basic
U00704,2023-04-30,29,F,DE,partner,standard
U00705,2022-10-20,42,F,US,partner,basic
U00706,09/02/2024,43,F,UK,partner,standard
U00707,2024-12-03,27,F,US,paid_social,standard
U00708,2023-12-06,27,F,IN,paid_social,premium
U00709,"Jan 09, 2022",36,NB,IN,paid_search,standard
U00710,2023-09-05,32,F,DE,partner,basic
U00711,2024-06-16,71,F,BR,organic,standard
U00712,13-07-2024,34,F,US,referral,standard
U00713,25-12-2024,34,M,US,referral,basic
U00714,2022-05-29,53,NB,BR,organic,premium
U00715,06-07-2022,22,M,US,organic,basic
U00716,2024-11-23,33,Prefer not to say,US,organic,premium
U00717,2022-12-05,33,Prefer not to say,FR,partner,premium
U00718,2023-04-22,18,F,US,organic,premium
U00719,2024-10-13,21,F,US,organic,standard
U00720,2023-02-26,56,M,DE,referral,basic
U00721,"Apr 15, 2024",47,NB,US,organic,standard
U00722,"Sep 22, 2024",24,F,DE,paid_search,standard
U00723,2024-12-19,22,F,CA,paid_social,standard
U00724,27-11-2023,14,M,IN,organic,standard
U00725,2023-04-11,45,M,MX,paid_search,standard
U00726,2024-01-21,41,M,FR,paid_social,standard
U00727,"Sep 26, 2022",32,M,US,organic,premium
U00728,2023-02-25,37,M,BR,paid_search,standard
U00729,2022-10-28,23,F,BR,paid_search,standard
U00730,23-04-2023,28,F,UK,paid_search,premium
U00731,07/17/2024,53,M,US,organic,standard
U00732,"Feb 14, 2024",56,M,DE,organic,standard
U00733,2022-08-25,43,F,US,organic,premium
U00734,2024-02-21,63,F,US,paid_social,standard
U00735,2024-05-19,37,M,US,organic,basic
U00736,2022-10-18,48,M,BR,referral,basic
U00737,2022-10-28,41,F,UK,paid_search,basic
U00738,2023-03-25,44,F,IN,organic,standard
U00739,04-08-2022,54,M,US,paid_search,basic
U00740,2024-03-21,33,M,CA,partner,standard
U00741,"Apr 02, 2022",19,Prefer not to say,FR,organic,premium
U00742,19-04-2023,18,F,UK,paid_search,basic
U00743,09/10/2023,42,Prefer not to say,JP,referral,premium
U00744,2024-10-11,42,M,US,paid_social,basic
U00745,2023-09-04,47,F,UK,organic,basic
U00746,2023-12-14,54,M,US,organic,standard
U00747,2024-01-21,35,F,US,organic,standard
U00748,2022-01-11,34,F,IN,partner,basic
U00749,2024-11-29,46,Prefer not to say,AU,paid_search,standard
U00750,2022-03-15,47,M,US,partner,standard
U00751,09/30/2024,51,F,IN,paid_social,basic
U00752,2023-04-01,63,M,US,paid_search,basic
U00753,28-04-2024,37,M,DE,organic,basic
U00754,2022-07-25,51,F,BR,paid_social,premium
U00755,2024-10-13,37,F,BR,paid_search,basic
U00756,2022-11-05,43,F,US,organic,basic
U00757,"Aug 06, 2023",47,M,IN,paid_search,standard
U00758,2022-12-04,48,NB,AU,paid_search,standard
U00759,2023-03-06,55,M,CA,organic,standard
U00760,2023-10-13,55,Prefer not to say,US,paid_social,basic
U00761,2022-10-11,23,F,JP,organic,premium
U00762,2023-10-06,13,M,UK,referral,standard
U00763,2024-09-16,24,F,FR,paid_social,premium
U00764,2022-08-03,199,F,US,organic,basic
U00765,2022-03-12,47,M,US,paid_social,basic
U00766,2023-11-02,46,F,US,organic,premium
U00767,2022-04-07,39,Prefer not to say,MX,organic,standard
U00768,08/26/2024,58,Prefer not to say,US,paid_social,premium
U00769,2022-01-22,43,Prefer not to say,US,organic,standard
U00770,"Aug 17, 2022",24,F,US,organic,premium
U00771,2024-05-12,50,M,UK,organic,premium
U00772,2022-06-12,43,M,US,paid_search,basic
U00773,2023-05-04,35,F,UK,organic,standard
U00774,"Feb 20, 2024",38,Prefer not to say,AU,organic,standard
U00775,"Feb 11, 2022",22,M,US,paid_social,basic
U00776,09-07-2022,57,F,US,paid_social,basic
U00777,2023-12-30,24,F,US,organic,premium
U00778,2023-09-26,26,F,AU,organic,standard
U00779,2023-09-03,32,F,US,referral,standard
U00780,2022-07-31,47,F,UK,referral,basic
U00781,05/12/2024,-3,M,UK,organic,basic
U00782,25-09-2024,55,F,US,partner,basic
U00783,2023-05-27,19,M,US,organic,premium
U00784,2024-10-21,35,F,US,paid_social,basic
U00785,2022-07-02,19,M,US,paid_search,premium
U00786,2022-06-29,66,F,IN,paid_social,standard
U00787,2022-08-31,19,F,CA,partner,premium
U00788,04-08-2022,50,M,US,referral,standard
U00789,19-03-2023,50,NB,FR,organic,standard
U00790,2024-01-08,17,M,US,paid_search,basic
U00791,10/05/2024,36,M,US,organic,basic
U00792,2024-05-10,32,F,CA,organic,basic
U00793,"Sep 06, 2024",25,Prefer not to say,US,referral,basic
U00794,2024-09-22,29,F,JP,organic,premium
U00795,"Mar 02, 2023",40,M,US,paid_search,basic
U00796,24-08-2022,45,M,UK,paid_search,basic
U00797,21-12-2023,35,F,US,paid_social,basic
U00798,28-09-2024,37,M,US,referral,standard
U00799,2023-04-02,37,F,UK,paid_social,basic
U00800,2023-06-30,47,M,CA,referral,basic
U00801,2024-10-15,33,M,BR,referral,basic
U00802,2023-11-27,18,F,UK,organic,standard
U00803,2023-05-12,13,F,US,partner,basic
U00804,2023-05-17,47,F,IN,paid_search,premium
U00805,2024-01-18,28,M,US,organic,standard
U00806,2022-06-02,30,M,US,paid_search,basic
U00807,2023-03-02,66,F,CA,paid_search,basic
U00808,2024-01-28,48,,BR,partner,premium
U00809,2023-01-01,46,M,US,paid_social,standard
U00810,12-09-2024,15,Prefer not to say,US,organic,standard
U00811,2024-03-06,28,F,US,organic,premium
U00812,2023-07-22,35,M,DE,partner,basic
U00813,30-03-2022,46,F,IN,organic,standard
U00814,27-10-2022,26,M,UK,organic,standard
U00815,2023-07-29,41,F,UK,paid_search,premium
U00816,2023-02-01,69,M,US,paid_search,basic
U00817,2023-10-13,52,M,US,referral,basic
U00818,08-11-2023,48,F,UK,paid_search,standard
U00819,2022-08-18,34,M,US,paid_search,standard
U00820,"Apr 24, 2023",49,NB,US,organic,premium
U00821,"May 30, 2023",21,F,US,paid_social,premium
U00822,2024-06-22,38,M,BR,paid_social,premium
U00823,"May 09, 2022",28,M,US,paid_social,premium
U00824,"Mar 06, 2023",26,M,US,referral,standard
U00825,12/07/2022,48,M,US,organic,premium
U00826,2023-07-05,53,M,UK,paid_social,basic
U00827,2024-05-27,37,M,MX,organic,standard
U00828,2022-06-02,26,F,AU,paid_search,standard
U00829,2023-02-21,17,F,UK,organic,basic
U00830,2022-10-11,24,F,US,paid_search,standard
U00831,2024-03-12,13,M,US,paid_search,premium
U00832,2023-12-12,42,F,IN,referral,standard
U00833,2023-02-15,50,M,US,referral,premium
U00834,2024-03-07,36,F,US,paid_search,standard
U00835,"Jan 27, 2022",49,F,FR,referral,premium
U00836,2024-09-01,18,F,US,referral,premium
U00837,03/10/2024,48,M,AU,paid_search,premium
U00838,2022-03-31,25,F,MX,referral,premium
U00839,2022-08-29,36,NB,US,referral,standard
U00840,2024-07-19,65,NB,US,paid_social,premium
U00841,2023-05-09,43,M,US,referral,basic
U00842,2023-04-06,79,F,US,referral,standard
U00843,05-11-2024,55,F,UK,organic,premium
U00844,25-06-2024,49,NB,FR,paid_social,premium
U00845,2023-01-11,29,F,UK,organic,standard
U00846,2023-02-28,44,F,UK,paid_search,basic
U00847,09-05-2024,44,F,MX,paid_social,basic
U00848,10/07/2024,48,M,US,organic,standard
U00849,2022-07-08,29,F,US,referral,premium
U00850,07/11/2023,33,NB,US,paid_search,standard
U00851,08/15/2022,39,F,UK,paid_search,basic
U00852,2023-09-26,31,M,MX,organic,standard
U00853,2022-11-05,34,F,UK,organic,basic
U00854,2022-02-13,56,M,US,paid_search,basic
U00855,2022-12-11,23,M,BR,organic,standard
U00856,"Jan 22, 2024",45,NB,CA,referral,standard
U00857,02/01/2023,23,M,US,organic,standard
U00858,22-08-2024,22,F,UK,organic,premium
U00859,13-05-2022,48,M,CA,paid_social,basic
U00860,03/27/2023,43,M,US,organic,basic
U00861,2024-01-08,46,M,UK,paid_search,basic
U00862,2024-04-11,34,M,IN,organic,basic
U00863,2023-07-01,50,M,US,paid_social,premium
U00864,2022-05-30,44,Prefer not to say,US,partner,premium
U00865,2024-01-15,43,M,US,partner,basic
U00866,2022-08-19,55,M,IN,paid_social,premium
U00867,2022-12-15,27,M,MX,organic,standard
U00868,2022-02-13,51,F,BR,organic,standard
U00869,10/26/2023,16,M,FR,paid_search,basic
U00870,2024-11-06,42,M,IN,paid_social,basic
U00871,2023-01-06,37,M,US,paid_social,premium
U00872,15-08-2024,25,F,US,paid_social,standard
U00873,"Sep 19, 2022",19,F,IN,paid_social,standard
U00874,10-12-2023,49,M,US,organic,basic
U00875,2023-01-28,25,M,DE,referral,premium
U00876,2022-03-27,42,M,CA,paid_search,premium
U00877,2022-12-30,20,F,US,paid_social,basic
U00878,10-07-2024,31,M,US,paid_search,standard
U00879,17-04-2022,56,M,US,partner,premium
U00880,2023-09-27,43,M,BR,partner,standard
U00881,2024-11-02,56,Prefer not to say,BR,organic,premium
U00882,31-12-2023,56,M,US,paid_social,premium
U00883,2024-06-29,29,F,US,organic,basic
U00884,2023-05-08,53,F,US,partner,premium
U00885,"May 17, 2022",62,M,US,partner,standard
U00886,2022-11-13,47,M,UK,partner,standard
U00887,2022-03-29,52,M,UK,organic,standard
U00888,2024-04-01,16,F,US,partner,standard
U00889,2022-07-13,55,F,BR,referral,basic
U00890,2024-03-29,34,M,US,referral,standard
U00891,2024-11-20,35,F,CA,paid_search,standard
U00892,2023-03-21,22,M,US,organic,premium
U00893,2024-11-06,53,M,DE,organic,standard
U00894,2024-07-25,48,M,UK,referral,standard
U00895,12/27/2023,23,F,IN,paid_social,standard
U00896,10/22/2024,46,NB,US,paid_search,premium
U00897,2023-10-18,50,M,UK,paid_search,basic
U00898,2024-04-28,25,M,IN,referral,basic
U00899,28-11-2023,44,NB,DE,paid_social,standard
U00900,2023-04-07,38,F,DE,organic,basic
U00901,2023-08-25,48,M,US,paid_social,standard
U00902,"Feb 11, 2022",36,M,US,organic,basic
U00903,2022-06-09,62,M,US,referral,premium
U00904,2023-05-27,29,F,US,paid_search,basic
U00905,06/29/2022,29,F,JP,organic,standard
U00906,2023-09-11,57,F,FR,paid_social,standard
U00907,16-09-2022,42,M,FR,organic,basic
U00908,2022-08-23,24,F,DE,organic,standard
U00909,2022-02-19,24,F,US,paid_search,premium
U00910,2024-01-10,16,M,US,paid_social,premium
U00911,"Mar 09, 2022",23,F,UK,organic,premium
U00912,2023-10-01,28,M,US,paid_search,standard
U00913,2022-07-21,43,M,US,organic,premium
U00914,2022-07-09,41,F,US,paid_search,basic
U00915,2022-10-02,47,M,US,paid_search,basic
U00916,2023-06-28,42,M,DE,paid_search,basic
U00917,2022-07-02,39,F,US,partner,basic
U00918,"Aug 01, 2023",42,F,DE,referral,basic
U00919,"Dec 03, 2023",39,M,BR,organic,standard
U00920,2023-12-20,21,NB,CA,partner,standard
U00921,"Feb 16, 2022",48,F,IN,organic,premium
U00922,2023-10-26,38,M,US,organic,standard
U00923,2024-02-02,47,M,BR,paid_search,basic
U00924,"Feb 24, 2022",44,M,US,paid_social,basic
U00925,2023-06-10,51,M,US,paid_search,basic
U00926,2024-05-11,24,F,US,referral,standard
U00927,"Apr 30, 2022",23,M,US,paid_search,basic
U00928,12/25/2022,24,F,IN,organic,premium
U00929,2022-05-18,61,NB,UK,referral,basic
U00930,11/01/2023,52,M,US,organic,premium
U00931,12/16/2023,35,Prefer not to say,US,referral,premium
U00932,2024-06-20,32,NB,IN,paid_search,basic
U00933,2024-09-05,42,F,MX,paid_search,standard
U00934,2024-07-07,34,M,US,referral,basic
U00935,2023-06-21,36,F,CA,partner,premium
U00936,2024-12-18,52,Prefer not to say,CA,paid_search,basic
U00937,2024-04-26,34,M,DE,paid_social,standard
U00938,"May 08, 2022",39,F,IN,partner,standard
U00939,2023-06-12,44,F,US,paid_search,standard
U00940,2022-08-03,31,M,UK,organic,standard
U00941,11/28/2023,21,M,US,organic,basic
U00942,2022-08-29,65,F,BR,paid_search,basic
U00943,10/12/2024,24,F,DE,paid_social,standard
U00944,2022-03-29,28,F,US,paid_social,basic
U00945,11/05/2023,49,F,US,organic,premium
U00946,2023-05-20,19,M,US,paid_social,standard
U00947,25-09-2022,24,F,US,paid_search,premium
U00948,"Feb 20, 2022",61,Prefer not to say,JP,organic,premium
U00949,2024-11-27,19,M,US,organic,premium
U00950,2022-01-10,46,F,UK,organic,standard
U00951,02/04/2023,45,M,CA,partner,standard
U00952,2022-07-31,25,F,US,paid_social,standard
U00953,05/03/2023,22,M,CA,organic,basic
U00954,2024-07-13,38,M,US,organic,premium
U00955,13-06-2024,28,F,DE,organic,basic
U00956,2024-03-04,29,F,DE,organic,basic
U00957,2022-05-09,39,M,US,referral,standard
U00958,2022-09-24,19,F,US,paid_social,premium
U00959,2022-07-10,37,F,BR,organic,basic
U00960,2023-07-10,25,M,US,paid_social,basic
U00961,2022-05-23,34,F,CA,organic,standard
U00962,21-10-2022,44,M,IN,organic,premium
U00963,11-03-2024,53,F,US,paid_search,basic
U00964,2022-03-09,41,M,US,paid_search,premium
U00965,01/27/2024,28,F,AU,paid_social,standard
U00966,03/18/2024,32,F,DE,organic,premium
U00967,2022-02-25,36,F,AU,referral,basic
U00968,2024-07-29,18,F,US,paid_search,premium
U00969,2023-10-23,24,M,UK,referral,premium
U00970,09/17/2024,26,M,US,paid_social,premium
U00971,2024-10-12,17,M,UK,paid_social,standard
U00972,17-04-2023,38,M,US,organic,basic
U00973,05/25/2022,29,M,US,partner,premium
U00974,2023-04-06,20,F,UK,referral,premium
U00975,02/09/2022,53,F,US,organic,basic
U00976,25-05-2022,37,F,AU,organic,standard
U00977,2022-12-07,58,F,JP,organic,standard
U00978,08/28/2023,45,F,FR,referral,premium
U00979,08/29/2023,22,F,US,referral,premium
U00980,29-03-2023,13,F,DE,paid_search,basic
U00981,2023-03-29,56,M,UK,paid_social,premium
U00982,2024-02-05,68,M,BR,partner,premium
U00983,15-12-2024,37,F,FR,organic,basic
U00984,2023-08-17,38,F,US,referral,standard
U00985,2024-09-05,33,M,US,paid_social,basic
U00986,09/07/2024,38,F,FR,paid_social,standard
U00987,08-08-2022,57,F,US,paid_social,standard
U00988,2023-08-05,16,NB,US,referral,premium
U00989,2024-07-07,52,F,US,referral,standard
U00990,2023-03-22,-3,M,UK,partner,premium
U00991,2023-05-02,39,Prefer not to say,MX,organic,premium
U00992,2023-11-01,42,F,DE,paid_social,standard
U00993,2023-07-28,17,F,US,organic,basic
U00994,01-03-2024,13,M,US,paid_social,premium
U00995,2023-12-02,25,F,US,paid_search,standard
U00996,2024-11-06,20,M,US,referral,premium
U00997,"May 29, 2023",30,F,CA,paid_social,standard
U00998,2022-01-08,38,M,DE,organic,basic
U00999,"Jan 09, 2024",22,NB,US,paid_search,standard
U01000,"Jun 06, 2022",24,M,CA,paid_search,basic
U01001,14-04-2024,78,F,US,paid_social,basic
U01002,23-11-2022,49,F,CA,referral,standard
U01003,2022-03-18,45,M,US,organic,premium
U01004,2024-07-15,45,F,US,paid_search,basic
U01005,2024-10-17,39,M,US,organic,standard
U01006,16-11-2022,25,M,US,paid_social,basic
U01007,2024-07-17,17,M,UK,paid_search,standard
U01008,"Sep 09, 2023",54,M,CA,paid_social,basic
U01009,19-06-2022,52,F,FR,organic,basic
U01010,2023-05-14,16,F,UK,organic,premium
U01011,2023-09-13,39,NB,IN,referral,premium
U01012,07/25/2024,27,M,DE,paid_search,standard
U01013,2023-09-10,34,M,CA,organic,premium
U01014,2024-10-18,35,M,US,organic,standard
U01015,2024-10-07,31,M,IN,partner,premium
U01016,2022-07-22,20,Prefer not to say,IN,referral,standard
U01017,"Feb 26, 2023",64,M,CA,paid_social,standard
U01018,2023-06-02,54,F,US,paid_search,premium
U01019,2022-07-04,27,M,CA,paid_search,premium
U01020,25-04-2022,55,F,IN,paid_search,basic
U01021,2023-10-09,60,M,UK,organic,premium
U01022,2022-07-07,29,M,US,referral,premium
U01023,"Nov 19, 2024",56,M,US,organic,premium
U01024,"Sep 16, 2024",21,Prefer not to say,JP,paid_search,premium
U01025,2022-03-09,19,M,BR,paid_social,standard
U01026,2023-02-23,32,M,IN,organic,standard
U01027,11/26/2024,38,F,US,organic,premium
U01028,2024-10-27,42,F,US,referral,basic
U01029,28-05-2024,42,F,US,organic,standard
U01030,2022-08-27,50,M,DE,organic,standard
U01031,2022-05-19,49,F,BR,organic,premium
U01032,2024-05-27,26,F,IN,partner,premium
U01033,2023-09-07,35,M,AU,referral,standard
U01034,07/24/2023,36,F,IN,paid_search,basic
U01035,"Jul 26, 2023",21,F,CA,paid_social,basic
U01036,2024-09-06,42,M,IN,referral,premium
U01037,21-05-2024,44,F,AU,organic,basic
U01038,"Jun 08, 2022",49,F,CA,partner,premium
U01039,2022-04-04,56,M,DE,paid_social,standard
U01040,2022-08-17,48,F,MX,partner,standard
U01041,2024-05-21,58,M,US,paid_social,standard
U01042,2022-12-08,27,M,IN,paid_social,basic
U01043,2022-08-08,48,F,CA,organic,standard
U01044,11-03-2024,40,M,US,paid_social,standard
U01045,2022-04-19,38,M,CA,partner,premium
U01046,2024-07-20,63,M,UK,paid_social,basic
U01047,"Oct 13, 2023",48,F,US,organic,premium
U01048,2023-02-03,43,M,JP,paid_search,basic
U01049,2022-04-22,22,M,FR,organic,standard
U01050,2023-09-14,33,F,US,paid_social,standard
U01051,08/03/2024,46,M,US,organic,premium
U01052,"Feb 21, 2022",49,F,CA,organic,standard
U01053,05/12/2024,61,M,DE,paid_social,basic
U01054,22-11-2022,41,M,IN,organic,premium
U01055,10/05/2023,46,M,BR,organic,premium
U01056,2024-01-29,59,F,US,organic,premium
U01057,2022-10-25,26,Prefer not to say,US,organic,premium
U01058,09/21/2024,55,F,BR,paid_social,premium
U01059,24-11-2022,23,M,US,organic,standard
U01060,09/19/2024,39,M,BR,partner,premium
U01061,2023-07-24,54,M,IN,paid_social,basic
U01062,11-08-2022,23,M,UK,paid_social,standard
U01063,2022-06-28,36,Prefer not to say,US,organic,standard
U01064,14-06-2022,26,F,US,paid_social,premium
U01065,2023-06-10,28,M,US,paid_search,standard
U01066,2024-06-15,38,M,US,paid_social,standard
U01067,2022-04-08,46,F,US,paid_search,basic
U01068,11/16/2022,25,F,MX,organic,premium
U01069,2023-10-16,26,M,US,organic,premium
U01070,2023-12-17,45,F,US,paid_search,standard
U01071,"Aug 13, 2024",59,M,UK,referral,standard
U01072,2022-05-25,45,F,US,organic,standard
U01073,14-05-2022,55,F,US,paid_search,premium
U01074,04-03-2022,32,NB,US,paid_social,basic
U01075,"Jan 06, 2022",62,F,CA,paid_social,basic
U01076,"Aug 02, 2022",19,M,US,paid_social,standard
U01077,06/15/2022,27,F,UK,partner,basic
U01078,2024-10-01,30,NB,US,organic,basic
U01079,2024-02-09,45,M,FR,paid_social,standard
U01080,03-08-2023,37,F,US,paid_search,basic
U01081,2024-05-04,36,M,US,organic,basic
U01082,2024-04-19,33,F,US,partner,standard
U01083,01/19/2024,49,M,FR,paid_search,standard
U01084,2024-07-01,47,F,IN,paid_social,premium
U01085,"Apr 02, 2023",31,M,CA,paid_search,basic
U01086,2022-04-03,56,F,FR,paid_social,premium
U01087,2022-04-10,56,F,IN,partner,standard
U01088,2024-10-22,23,F,US,organic,basic
U01089,27-08-2024,33,F,US,paid_search,basic
U01090,2024-04-07,40,F,US,organic,standard
U01091,07/31/2022,35,M,UK,referral,basic
U01092,2022-05-02,48,M,US,paid_search,premium
U01093,30-07-2022,61,F,US,referral,standard
U01094,19-08-2024,26,M,BR,organic,premium
U01095,2024-05-21,46,F,US,organic,basic
U01096,2023-01-19,39,NB,US,paid_social,standard
U01097,11/01/2024,19,M,BR,paid_social,standard
U01098,2023-01-06,52,F,AU,paid_social,premium
U01099,01/13/2023,32,M,CA,organic,basic
U01100,2024-06-16,22,F,US,referral,premium
U01101,2023-06-28,36,F,CA,organic,basic
U01102,2022-05-19,20,F,US,paid_search,basic
U01103,2024-02-29,30,M,BR,paid_social,premium
U01104,14-11-2024,20,F,US,partner,basic
U01105,2023-09-10,60,Prefer not to say,UK,organic,premium
U01106,"Mar 04, 2024",35,NB,US,paid_social,standard
U01107,2023-09-24,17,M,US,paid_social,standard
