sub_id,user_id,Plan,Price ($/mo),Start,End,Payment Method,Canceled
S001579,U01146,standard,13.99,2023-11-02,03/22/2024,credit_card,FALSE
S001588,U01153,premium,17.99,2024-12-12,2025-03-31,paypal,0
S000477,U00347,premium,17.99,"Jun 06, 2024",2024-08-09,google_pay,N
S001341,U00967,basic,8.99,2022-06-13,,apple_pay,FALSE
S001340,U00967,basic,8.99,2022-02-25,2022-05-28,apple_pay,0
S000197,U00135,standard,13.99,2024-07-19,,paypal,0
S000061,U00043,standard,13.99,2022-03-23,,paypal,N
S001077,U00775,basic,8.99,11-02-2022,,apple_pay,0
S001294,U00935,premium,17.99,2023-06-21,,credit_card,0
S000754,U00550,standard,13.99,2022-04-18,12/01/2022,credit_card,FALSE
S000529,U00385,standard,13.99,2023-10-31,,paypal,N
S001148,U00829,basic,8.99,2023-12-24,,paypal,false
S000126,U00081,premium,17.99,2022-08-20,,google_pay,FALSE
S001186,U00859,basic,8.99,2022-05-13,,apple_pay,false
S000053,U00037,basic,8.99,30-05-2023,,credit_card,no
S000744,U00541,standard,13.99,11-09-2024,2025-01-16,credit_card,0
S001433,U01037,basic,8.99,2024-05-21,,google_pay,false
S000664,U00485,standard,null,10-10-2022,13-03-2023,credit_card,no
S000155,U00105,basic,8.99,2023-04-20,2023-07-05,apple_pay,FALSE
S000272,U00195,basic,8.99,"Apr 09, 2022",2022-09-03,credit_card,false
S001855,U01336,premium,17.99,2024-05-25,09/11/2024,paypal,1
S000533,U00387,basic,8.99,2024-02-19,,apple_pay,no
S000764,U00556,premium,17.99,2022-12-25,2023-04-07,google_pay,1
S000493,U00359,basic,8.99,07/01/2024,,credit_card,N
S000772,U00562,premium,17.99,2023-01-15,2023-10-27,credit_card,0
S001105,U00797,basic,8.99,"Oct 26, 2024",,credit_card,no
S000019,U00011,basic,8.99,"Jul 16, 2024",2025-03-31,credit_card,no
S001467,U01063,basic,8.99,2023-09-07,,apple_pay,0
S000952,U00681,standard,13.99,03/24/2024,2024-05-25,paypal,1
S001352,U00973,standard,13.99,2023-06-16,,paypal,N
S001153,U00833,premium,17.99,15-02-2023,04-05-2023,apple_pay,Y
S001460,U01058,premium,17.99,"Sep 21, 2024",,apple_pay,N
S001075,U00774,standard,13.99,19-05-2024,22-12-2024,apple_pay,N
S001038,U00747,standard,13.99,"Jan 21, 2024",,apple_pay,no
S000638,U00465,premium,17.99,2024-02-07,,google_pay,false
S001634,U01184,basic,8.99,2024-05-29,2024-11-18,credit_card,0
S000821,U00592,premium,17.99,2022-03-02,2023-01-10,credit_card,FALSE
S001714,U01241,premium,17.99,2024-06-28,,credit_card,no
S000507,U00370,basic,8.99,2022-01-25,,credit_card,FALSE
S001780,U01286,standard,13.99,30-11-2023,2024-04-16,google_pay,false
S001401,U01011,standard,13.99,2024-10-24,,google_pay,no
S001675,U01217,standard,13.99,03/22/2024,,credit_card,no
S000879,U00630,basic,8.99,2024-09-30,2024-12-19,credit_card,yes
S001860,U01340,standard,13.99,2022-12-30,2024-02-01,apple_pay,N
S001903,U01374,premium,17.99,2024-05-29,03/31/2025,google_pay,false
S000271,U00194,premium,17.99,"Dec 06, 2024",,google_pay,N
S001667,U01211,standard,13.99,03-08-2022,,paypal,false
S001119,U00806,basic,8.99,06/02/2022,,google_pay,no
S001445,U01046,basic,8.99,2024-07-20,01/18/2025,credit_card,FALSE
S000146,U00098,premium,17.99,18-10-2024,,google_pay,0
S001245,U00896,premium,17.99,2024-10-22,,apple_pay,0
S000998,U00717,premium,17.99,05-12-2022,2023-01-07,apple_pay,Y
S001594,U01156,premium,17.99,2025-01-12,2025-02-18,credit_card,Y
S000890,U00640,premium,17.99,12-09-2022,2023-04-09,apple_pay,no
S000642,U00468,standard,13.99,2023-10-06,2024-08-31,google_pay,no
S001997,U01447,standard,13.99,2023-10-30,,google_pay,no
S001453,U01052,standard,13.99,2022-02-21,,apple_pay,false
S001276,U00923,basic,8.99,2024-02-02,,paypal,FALSE
S000349,U00251,basic,8.99,2023-10-30,04/27/2024,apple_pay,false
S000843,U00606,basic,8.99,2023-03-04,2023-05-23,apple_pay,N
S001610,U01166,basic,8.99,2024-03-15,,google_pay,0
S001998,U01448,basic,8.99,2023-01-29,06-11-2023,google_pay,0
S000327,U00233,standard,13.99,2024-06-19,,paypal,FALSE
S000893,U00642,premium,17.99,2022-12-05,,paypal,false
S000234,U00163,premium,17.99,14-07-2022,2022-10-08,apple_pay,yes
S001814,U01307,standard,13.99,2022-09-11,,google_pay,false
S000351,U00252,premium,17.99,01/01/2024,,apple_pay,N
S001537,U01117,basic,8.99,2024-08-03,"Jan 31, 2025",credit_card,N
S000051,U00035,standard,13.99,06/21/2022,,credit_card,0
S001183,U00856,basic,8.99,"Apr 02, 2024",2024-09-02,paypal,1
S001089,U00785,premium,17.99,2022-07-02,,paypal,FALSE
S001390,U01002,standard,13.99,10/14/2024,2025-01-18,google_pay,yes
S001406,U01016,standard,13.99,07/22/2022,,credit_card,no
S001549,U01125,basic,8.99,2023-10-24,,paypal,N
S000389,U00281,standard,13.99,"Mar 25, 2024",,paypal,no
S001456,U01054,premium,17.99,2022-11-22,,credit_card,no
S000073,U00050,standard,13.99,2022-11-05,,credit_card,false
S001988,U01440,premium,17.99,2023-11-15,2024-09-15,apple_pay,FALSE
S001801,U01300,premium,17.99,2022-03-20,,paypal,FALSE
S001556,U01130,premium,17.99,12/22/2024,2025-03-31,google_pay,FALSE
S000035,U00024,premium,17.99,2023-12-09,"Feb 21, 2025",google_pay,1
S001274,U00921,premium,17.99,2022-02-16,"May 14, 2022",apple_pay,TRUE
S000012,U00007,basic,8.99,12/21/2023,2024-05-25,google_pay,N
S000186,U00125,basic,8.99,2023-06-02,03/29/2024,paypal,FALSE
S001984,U01436,basic,8.99,2023-04-09,,credit_card,FALSE
S001474,U01069,premium,17.99,2023-10-16,,google_pay,N
S001871,U01348,basic,8.99,2023-05-08,01/20/2024,credit_card,no
S000655,U00478,standard,13.99,2022-10-21,2023-08-12,apple_pay,0
S000835,U00602,basic,8.99,"May 24, 2024",,paypal,N
S001878,U01352,premium,17.99,"Feb 20, 2024",,paypal,0
S001161,U00841,basic,8.99,2023-05-09,,google_pay,false
S000142,U00094,basic,8.99,2023-03-13,,apple_pay,FALSE
S001109,U00800,basic,8.99,2023-06-30,,google_pay,0
S001519,U01103,premium,17.99,2024-07-29,23-01-2025,credit_card,true
S000996,U00715,basic,8.99,07/06/2022,2023-03-31,google_pay,Y
S001810,U01305,basic,8.99,02/05/2025,,credit_card,N
S000707,U00515,premium,17.99,16-04-2024,2024-12-27,paypal,N
S000149,U00101,premium,17.99,2024-06-18,2024-09-22,apple_pay,FALSE
S001253,U00904,basic,8.99,2023-05-27,,apple_pay,N
S000759,U00553,basic,8.99,2022-05-03,12-04-2023,credit_card,false
S000330,U00235,premium,17.99,"May 04, 2023",,apple_pay,FALSE
S001268,U00915,basic,8.99,2022-10-02,,credit_card,false
S000807,U00585,basic,8.99,2024-05-26,2024-10-29,google_pay,false
S001130,U00815,standard,13.99,"Feb 07, 2024",,google_pay,no
S000738,U00536,standard,13.99,2025-01-12,31-03-2025,google_pay,no
S001099,U00793,basic,8.99,2024-09-06,2025-03-20,google_pay,yes
S000538,U00389,premium,17.99,2024-02-10,,google_pay,0
S000359,U00257,basic,8.99,2024-01-02,,apple_pay,FALSE
S001729,U01253,basic,8.99,2024-08-06,02/15/2025,google_pay,N
S000741,U00539,premium,17.99,2023-03-05,2023-06-24,google_pay,N
S000016,U00009,basic,8.99,"Dec 25, 2022",,apple_pay,N
S000261,U00186,standard,13.99,2023-05-29,,paypal,0
S001230,U00886,standard,13.99,2022-11-13,"May 01, 2023",credit_card,FALSE
S000277,U00198,standard,13.99,"Oct 20, 2023",2024-03-07,credit_card,FALSE
S002056,U01488,premium,17.99,06-03-2023,2024-01-11,apple_pay,false
S000431,U00312,standard,13.99,08/24/2024,2025-03-19,apple_pay,yes
S000127,U00082,standard,13.99,2023-11-30,06-10-2024,apple_pay,no
S001681,U01221,premium,17.99,"Feb 13, 2024",,google_pay,0
S000854,U00613,standard,13.99,2024-08-23,,credit_card,N
S000633,U00462,basic,8.99,2024-12-29,,google_pay,FALSE
S000102,U00068,basic,8.99,2024-08-15,,credit_card,0
S001356,U00977,standard,13.99,2022-12-07,,paypal,0
S001484,U01077,basic,8.99,"Mar 03, 2023",,google_pay,0
S001521,U01105,premium,17.99,2023-09-10,,apple_pay,FALSE
S001742,U01261,standard,13.99,2024-07-09,2025-02-14,apple_pay,0
S001748,U01265,premium,17.99,27-06-2023,26-05-2024,apple_pay,no
S001147,U00829,basic,8.99,2023-02-21,2023-12-22,paypal,0
S001733,U01254,standard,13.99,12-07-2024,2024-08-26,credit_card,1
S001884,U01357,basic,8.99,2025-03-18,,google_pay,N
S000212,U00146,premium,17.99,03-09-2023,,paypal,no
S000439,U00318,standard,13.99,2022-12-25,,google_pay,no
S001741,U01260,standard,13.99,2025-03-03,31-03-2025,google_pay,false
S000540,U00390,premium,17.99,2024-09-01,2024-11-15,google_pay,true
S000163,U00111,premium,17.99,2023-07-05,2023-09-24,apple_pay,0
S000730,U00531,premium,17.99,2024-10-17,2025-01-14,google_pay,1
S001868,U01345,premium,17.99,22-12-2024,,google_pay,no
S000373,U00270,standard,13.99,02/12/2024,2024-12-22,credit_card,0
S001715,U01242,basic,8.99,2023-07-15,03/19/2024,google_pay,N
S001005,U00723,standard,13.99,2024-12-19,,credit_card,false
S001062,U00766,premium,17.99,11/02/2023,2024-08-23,credit_card,1
S000180,U00121,basic,8.99,02/20/2024,28-11-2024,paypal,no
S001527,U01109,standard,13.99,"Jun 25, 2024",,credit_card,FALSE
S001224,U00883,basic,8.99,2024-06-29,2025-02-18,google_pay,0
S001246,U00897,basic,8.99,2023-10-18,,paypal,no
S000745,U00541,standard,13.99,2025-01-26,,credit_card,false
S001135,U00819,basic,8.99,2022-11-27,,google_pay,FALSE
S000300,U00215,standard,13.99,2023-10-20,2024-01-25,credit_card,N
S001144,U00827,standard,13.99,2024-05-27,01/19/2025,credit_card,N
S001289,U00931,standard,13.99,2024-07-02,,google_pay,0
S000644,U00469,premium,17.99,16-02-2023,2024-03-19,apple_pay,no
S000531,U00387,premium,17.99,2022-06-19,2023-04-03,apple_pay,false
S000776,U00565,premium,17.99,2022-11-23,09-06-2023,google_pay,yes
S001026,U00738,standard,13.99,2023-03-25,,paypal,no
S000978,U00701,standard,13.99,2022-08-04,2022-12-03,paypal,no
S000750,U00546,basic,8.99,2022-05-15,,apple_pay,false
S001364,U00985,basic,8.99,2024-09-05,,paypal,false
S000525,U00382,standard,13.99,11/20/2024,,apple_pay,N
S000106,U00070,basic,8.99,24-05-2024,2025-01-14,paypal,true
S000551,U00399,basic,8.99,2025-02-01,2025-03-28,paypal,true
S001688,U01226,standard,13.99,2022-11-11,,credit_card,0
S002050,U01484,basic,8.99,2022-11-20,,credit_card,N
S000876,U00628,standard,13.99,2024-06-07,,credit_card,false
S001812,U01306,basic,8.99,25-07-2023,2024-02-27,paypal,N
S001898,U01369,premium,17.99,20-12-2023,,credit_card,no
S000614,U00448,standard,13.99,21-04-2022,,paypal,no
S001071,U00772,standard,13.99,2023-07-24,,paypal,0
S000957,U00686,standard,13.99,2023-10-05,"May 18, 2024",credit_card,N
S000594,U00432,premium,17.99,12/14/2023,2024-06-04,paypal,TRUE
S000661,U00482,basic,8.99,2022-11-17,,apple_pay,N
S000541,U00391,basic,8.99,2024-05-23,,credit_card,no
S001012,U00728,standard,13.99,"Feb 25, 2023",2023-12-01,google_pay,true
S001459,U01057,premium,17.99,2022-10-25,2022-11-26,apple_pay,true
S001325,U00958,premium,17.99,2022-09-24,,paypal,N
S001319,U00954,premium,17.99,07/13/2024,28-12-2024,paypal,Y
S001477,U01072,standard,13.99,2022-05-25,2023-06-10,apple_pay,yes
S000822,U00592,premium,17.99,"Jan 14, 2023",,credit_card,no
S001479,U01074,basic,8.99,2022-03-04,27-07-2022,credit_card,FALSE
S000454,U00329,premium,17.99,02/01/2023,22-01-2024,paypal,yes
S000193,U00131,standard,13.99,2022-02-22,,paypal,no
S000803,U00583,standard,13.99,2023-09-04,2024-09-16,paypal,0
S001113,U00802,premium,17.99,2025-02-15,,paypal,0
S000408,U00293,premium,17.99,2024-01-04,,apple_pay,no
S001085,U00781,basic,8.99,05/12/2024,,credit_card,N
S000168,U00114,premium,17.99,"Oct 02, 2022",,google_pay,false
S001509,U01095,basic,8.99,2024-05-21,"Mar 31, 2025",paypal,no
S001371,U00988,premium,17.99,2024-06-25,,apple_pay,N
S002002,U01450,basic,8.99,02-01-2023,,paypal,FALSE
S001212,U00875,premium,17.99,2023-01-28,,google_pay,no
S000703,U00511,basic,8.99,2024-06-19,2025-03-31,credit_card,0
S000316,U00225,standard,13.99,2023-05-16,,apple_pay,0
S002010,U01455,standard,13.99,2024-11-30,,google_pay,no
S000466,U00338,premium,17.99,2022-04-09,,apple_pay,0
S001254,U00905,standard,13.99,2022-06-29,,paypal,no
S000873,U00627,premium,17.99,01-12-2024,,apple_pay,no
S002034,U01473,standard,13.99,"Sep 28, 2023",,apple_pay,0
S000129,U00083,standard,13.99,2023-10-21,,credit_card,false
S001687,U01225,basic,8.99,2022-11-17,,credit_card,N
S001586,U01151,standard,13.99,2023-11-20,,google_pay,FALSE
S000275,U00197,premium,17.99,08-01-2024,07/01/2024,credit_card,N
S000484,U00351,standard,13.99,2023-03-17,,google_pay,no
S000780,U00567,standard,13.99,"Jul 09, 2024",,google_pay,0
S001354,U00975,basic,8.99,2022-02-09,,paypal,N
S000222,U00152,premium,17.99,03-06-2024,,apple_pay,0
S000397,U00286,standard,13.99,2024-10-14,,apple_pay,N
S000482,U00350,basic,8.99,2022-08-20,2023-04-01,paypal,0
S000688,U00501,premium,17.99,06-02-2024,,credit_card,false
S001587,U01152,premium,17.99,21-05-2022,,apple_pay,FALSE
S001021,U00734,standard,13.99,2024-02-21,2024-06-06,google_pay,false
S000865,U00621,premium,17.99,2024-10-28,"Mar 14, 2025",apple_pay,N
S002054,U01487,basic,8.99,2023-09-17,2024-05-10,apple_pay,0
S001162,U00842,standard,13.99,2023-04-06,01/17/2024,credit_card,no
S000512,U00374,basic,8.99,07/10/2022,"Nov 15, 2022",credit_card,FALSE
S001589,U01154,standard,13.99,2023-03-14,2023-08-18,apple_pay,N
S000250,U00175,premium,17.99,2022-08-26,2023-09-07,paypal,Y
S000619,U00453,premium,17.99,2024-06-21,,paypal,no
S000256,U00181,premium,17.99,2022-03-08,,credit_card,N
S001207,U00871,premium,17.99,2023-01-06,01/09/2024,credit_card,FALSE
S001837,U01323,premium,17.99,2024-05-05,,google_pay,0
S001425,U01030,premium,17.99,2022-11-13,,credit_card,no
S001369,U00987,standard,13.99,2024-09-28,"Mar 20, 2025",apple_pay,true
S000471,U00341,premium,17.99,2024-09-03,,paypal,FALSE
S000145,U00097,standard,13.99,2024-06-07,,google_pay,no
S001117,U00804,premium,17.99,2024-01-05,,apple_pay,N
S001497,U01087,standard,$13.99,04/10/2022,2022-12-02,paypal,0
S000810,U00586,basic,8.99,2024-01-27,,credit_card,false
S000502,U00366,premium,17.99,2023-06-14,2023-12-24,apple_pay,no
S000311,U00223,standard,13.99,2023-06-25,,credit_card,false
S002068,U01496,premium,17.99,21-05-2022,2022-10-07,apple_pay,0
S000392,U00284,premium,17.99,2023-09-27,,apple_pay,no
S001956,U01413,basic,8.99,2023-06-18,,google_pay,0
S001745,U01262,premium,17.99,2023-06-30,,paypal,no
S001782,U01286,standard,13.99,2024-12-23,,google_pay,false
S001593,U01156,premium,17.99,06-06-2024,01/08/2025,credit_card,0
S000719,U00524,premium,17.99,2024-05-20,2024-07-20,google_pay,false
S001885,U01358,premium,17.99,24-12-2022,01-03-2023,apple_pay,yes
S000649,U00473,premium,17.99,04/16/2023,2023-07-23,google_pay,Y
S001952,U01410,premium,17.99,"Apr 01, 2023",02/25/2024,credit_card,N
S000328,U00234,premium,17.99,05/07/2023,"Jul 10, 2023",google_pay,0
S000518,U00376,standard,13.99,2023-10-17,,credit_card,false
S000187,U00125,basic,8.99,04/09/2024,,paypal,false
S000160,U00108,premium,17.99,2022-06-08,02/15/2023,google_pay,Y
S000368,U00265,standard,13.99,2022-04-28,,apple_pay,no
S000310,U00222,basic,8.99,"Sep 30, 2022",,google_pay,N
S000939,U00672,basic,8.99,2024-09-23,2025-03-31,google_pay,0
S001476,U01071,standard,13.99,2024-08-13,,google_pay,FALSE
S002033,U01473,standard,13.99,2022-11-07,09/22/2023,apple_pay,FALSE
S001768,U01278,standard,13.99,2022-05-05,2022-10-02,google_pay,N
S001462,U01060,premium,17.99,09/19/2024,03/21/2025,apple_pay,no
S001487,U01079,standard,13.99,09-02-2024,2024-12-29,credit_card,FALSE
S001114,U00803,basic,8.99,2023-05-12,,apple_pay,0
S000940,U00673,premium,17.99,2024-12-19,2025-03-31,credit_card,N
S000532,U00387,standard,13.99,04/23/2023,02/16/2024,apple_pay,false
S001709,U01238,premium,17.99,24-01-2025,,credit_card,N
S001906,U01376,standard,13.99,12-05-2023,"Apr 13, 2024",paypal,0
S000792,U00574,premium,17.99,"Jul 02, 2024",,credit_card,N
S001622,U01175,basic,8.99,2023-06-15,,paypal,0
S001512,U01097,standard,13.99,2025-03-19,2025-03-31,credit_card,no
S000371,U00268,basic,8.99,"Dec 06, 2022",,credit_card,0
S001605,U01164,premium,17.99,07/02/2023,2024-04-07,google_pay,FALSE
S000961,U00689,basic,8.99,2024-05-02,"Mar 31, 2025",google_pay,0
S002065,U01493,standard,13.99,05/12/2024,2025-03-27,credit_card,Y
S001572,U01140,basic,8.99,05/01/2024,,google_pay,N
S000387,U00281,basic,8.99,15-10-2022,04/19/2023,paypal,N
S001595,U01157,standard,13.99,20-06-2024,,paypal,false
S000947,U00679,basic,8.99,2023-05-08,09/21/2023,paypal,Y
S001889,U01362,premium,17.99,07/04/2022,,paypal,FALSE
S001630,U01181,basic,8.99,2023-11-25,,credit_card,0
S000335,U00238,premium,17.99,01/16/2025,,credit_card,FALSE
S001193,U00863,basic,8.99,2024-11-30,,credit_card,FALSE
S001104,U00797,basic,8.99,"Dec 21, 2023","Oct 26, 2024",credit_card,0
S001964,U01420,basic,8.99,2022-11-30,,credit_card,FALSE
S000654,U00477,premium,17.99,2023-08-10,,paypal,FALSE
S001726,U01250,basic,8.99,2022-01-24,,google_pay,0
S001395,U01006,basic,8.99,2022-11-16,,credit_card,FALSE
S000440,U00319,basic,8.99,2024-01-14,,google_pay,FALSE
S000339,U00242,basic,8.99,03/04/2023,2023-08-20,paypal,N
S000595,U00433,premium,17.99,2022-09-28,,apple_pay,N
S000085,U00059,premium,17.99,01/24/2022,2022-12-18,google_pay,no
S000428,U00310,premium,17.99,05/15/2024,22-07-2024,paypal,0
S001971,U01425,basic,8.99,2025-02-27,,google_pay,N
S000455,U00330,standard,13.99,2022-02-26,08/14/2022,paypal,0
S002001,U01450,premium,17.99,2022-10-24,2022-12-28,paypal,false
S001838,U01324,standard,13.99,01-09-2022,,apple_pay,FALSE
S001093,U00789,standard,13.99,2023-03-19,12/01/2023,apple_pay,no
S001442,U01044,premium,17.99,2025-03-07,2025-03-31,google_pay,1
S001189,U00861,basic,8.99,2024-01-08,,paypal,FALSE
S001934,U01396,basic,8.99,2024-08-30,2024-11-15,credit_card,1
S001088,U00784,basic,8.99,2024-10-21,2025-03-31,paypal,no
S000774,U00563,basic,8.99,2023-01-11,,apple_pay,N
S000216,U00148,standard,13.99,27-07-2022,04/20/2023,apple_pay,no
S001866,U01344,premium,17.99,2024-06-20,,google_pay,0
S000429,U00310,premium,17.99,2024-08-13,"Mar 03, 2025",paypal,TRUE
S000645,U00469,premium,17.99,29-03-2024,,apple_pay,0
S001674,U01216,standard,13.99,11/06/2023,,apple_pay,false
S000831,U00600,premium,17.99,2023-02-11,2023-11-22,credit_card,false
S001783,U01287,premium,17.99,2022-03-07,"Dec 23, 2022",paypal,0
S000581,U00422,basic,8.99,17-11-2024,,paypal,false
S000941,U00674,premium,17.99,01-11-2022,"Mar 28, 2023",paypal,1
S000374,U00270,standard,13.99,07-01-2025,,credit_card,FALSE
S001909,U01377,standard,13.99,19-03-2023,09/14/2023,google_pay,no
S001693,U01230,standard,13.99,2023-08-24,2024-07-22,google_pay,no
S001333,U00963,basic,8.99,03/11/2024,03/31/2025,credit_card,no
S001870,U01347,standard,13.99,2024-02-14,2024-06-14,google_pay,1
S000773,U00562,premium,17.99,2023-10-30,,credit_card,no
S001918,U01384,basic,8.99,07/11/2024,2024-08-17,google_pay,true
S001835,U01321,premium,17.99,2023-05-16,2023-06-26,apple_pay,yes
S001160,U00840,premium,17.99,19-07-2024,2025-03-31,google_pay,no
S000462,U00334,premium,17.99,2023-04-11,,google_pay,0
S001078,U00776,basic,8.99,2022-07-09,,paypal,0
S001298,U00938,basic,8.99,10/25/2022,,google_pay,no
S000726,U00528,basic,8.99,2024-01-11,,paypal,false
S000931,U00667,standard,13.99,2024-12-27,,google_pay,0
S001180,U00854,standard,13.99,"Dec 20, 2022",,apple_pay,0
S000516,U00375,premium,17.99,2023-09-27,,paypal,N
S000694,U00505,standard,13.99,2024-08-05,,google_pay,0
S001191,U00863,premium,17.99,2023-07-01,2024-05-23,credit_card,FALSE
S000333,U00237,standard,13.99,"Apr 10, 2022",,google_pay,false
S001599,U01160,premium,17.99,2024-05-08,,credit_card,FALSE
S001393,U01004,premium,17.99,16-02-2025,,apple_pay,FALSE
S001086,U00782,basic,8.99,2024-09-25,,apple_pay,0
S000406,U00292,basic,8.99,2024-11-16,2025-03-31,google_pay,false
S000460,U00332,basic,8.99,2024-11-28,,credit_card,N
S000282,U00202,standard,13.99,2023-06-16,,google_pay,0
S000418,U00300,standard,13.99,30-12-2023,2024-11-12,credit_card,true
S001176,U00852,premium,17.99,2024-03-07,,apple_pay,FALSE
S000296,U00213,standard,13.99,"Dec 13, 2023",,apple_pay,N
S000520,U00377,premium,17.99,"Oct 03, 2024",2025-03-31,paypal,no
S001511,U01097,standard,13.99,2024-11-01,03/02/2025,credit_card,false
S001761,U01274,premium,17.99,09/04/2023,2024-01-01,apple_pay,0
S001848,U01333,basic,8.99,2023-03-03,2023-08-04,credit_card,no
S000812,U00588,premium,17.99,14-05-2022,"Dec 25, 2022",google_pay,FALSE
S000905,U00651,premium,17.99,2022-12-17,2023-03-27,credit_card,1
S001926,U01391,standard,13.99,2024-06-12,04-10-2024,paypal,no
S000549,U00398,premium,17.99,2023-09-11,,apple_pay,N
S002064,U01493,basic,8.99,2023-04-23,2024-04-16,credit_card,0
S000624,U00456,premium,17.99,2024-09-03,,apple_pay,N
S001927,U01391,standard,13.99,2024-10-14,03-02-2025,paypal,TRUE
S002025,U01467,standard,13.99,"Aug 25, 2023",,credit_card,FALSE
S001672,U01214,basic,8.99,2024-07-18,2024-08-30,apple_pay,TRUE
S002073,U01499,premium,17.99,2023-06-30,,apple_pay,false
S001771,U01279,standard,13.99,2023-02-06,,apple_pay,no
S001034,U00744,basic,8.99,11-10-2024,,apple_pay,0
S001206,U00870,basic,8.99,2024-11-06,,apple_pay,N
S001757,U01271,basic,8.99,04/26/2024,"Mar 31, 2025",apple_pay,N
S000927,U00664,basic,8.99,2024-07-24,,google_pay,0
S000023,U00014,premium,17.99,2022-01-31,,paypal,FALSE
S000364,U00262,basic,8.99,14-07-2022,2023-02-04,apple_pay,false
S000301,U00215,standard,13.99,"Feb 18, 2024",,credit_card,N
S001185,U00858,premium,17.99,08/22/2024,,apple_pay,FALSE
S000309,U00222,basic,8.99,16-02-2022,"Sep 02, 2022",google_pay,no
S001590,U01154,standard,13.99,08/26/2023,,apple_pay,N
S001265,U00913,basic,8.99,2024-01-08,,google_pay,false
S001535,U01115,standard,13.99,2024-07-04,2024-12-25,google_pay,Y
S000413,U00296,premium,17.99,01/05/2023,,google_pay,0
S000740,U00538,standard,13.99,2022-08-13,2023-12-26,paypal,Y
S001461,U01059,standard,13.99,"Nov 24, 2022",,google_pay,FALSE
S001293,U00934,basic,8.99,07/07/2024,,google_pay,false
S001758,U01272,basic,8.99,2023-03-31,,google_pay,FALSE
S000676,U00493,premium,17.99,04/14/2022,2022-11-17,credit_card,false
S001682,U01222,basic,8.99,26-12-2022,01/08/2024,apple_pay,no
S000936,U00670,basic,8.99,2023-05-04,25-01-2024,apple_pay,N
S001948,U01406,standard,13.99,"Sep 13, 2023",,credit_card,0
S000669,U00487,basic,8.99,06/13/2024,,google_pay,no
S000829,U00598,premium,17.99,2024-04-26,,google_pay,false
S000153,U00104,premium,17.99,2023-11-19,2024-08-21,apple_pay,0
S001419,U01025,standard,13.99,"Mar 09, 2022",,google_pay,FALSE
S000443,U00322,basic,8.99,"Apr 15, 2022",,paypal,false
S000103,U00069,basic,8.99,2023-05-25,"Nov 09, 2023",google_pay,false
S001079,U00777,premium,17.99,2023-12-30,,apple_pay,FALSE
S000955,U00684,standard,13.99,2023-12-17,,credit_card,FALSE
S000968,U00694,standard,13.99,20-02-2022,2023-02-01,google_pay,0
S001110,U00801,basic,8.99,2024-10-15,,apple_pay,N
S001756,U01270,standard,13.99,"Mar 02, 2023",,paypal,FALSE
S000903,U00650,premium,17.99,30-05-2024,,paypal,false
S000255,U00180,premium,17.99,2024-05-07,2024-08-05,apple_pay,TRUE
S000573,U00414,standard,13.99,22-12-2022,,google_pay,0
S000615,U00449,standard,13.99,2024-03-25,,paypal,FALSE
S000326,U00232,standard,13.99,"Feb 23, 2024",,apple_pay,N
S002046,U01482,basic,8.99,02/17/2023,2023-06-16,paypal,false
S001007,U00724,basic,8.99,2024-02-14,,credit_card,FALSE
S000416,U00298,basic,8.99,2024-10-09,03/31/2025,google_pay,false
S000974,U00697,premium,17.99,"Mar 02, 2025",2025-03-31,paypal,yes
S001514,U01099,basic,8.99,"Jan 13, 2023",,paypal,0
S000079,U00053,premium,17.99,2023-07-19,,paypal,FALSE
S000584,U00424,standard,13.99,"Oct 17, 2023",,paypal,0
S001896,U01367,standard,13.99,"Dec 05, 2022",,paypal,N
S000639,U00466,basic,8.99,2024-04-02,,apple_pay,N
S000195,U00133,premium,17.99,2023-02-15,,apple_pay,false
S000925,U00662,standard,13.99,02/08/2022,,credit_card,0
S002012,U01457,premium,17.99,2022-12-26,,apple_pay,0
S001557,U01131,premium,17.99,"Jan 13, 2023",2024-01-24,paypal,0
S001573,U01141,basic,8.99,2022-07-12,,apple_pay,no
S001544,U01121,premium,17.99,03-11-2024,,credit_card,N
S000765,U00557,basic,8.99,09/08/2022,,credit_card,false
S001480,U01074,basic,8.99,2022-08-21,,credit_card,no
S000274,U00196,standard,13.99,2022-11-29,,paypal,false
S002021,U01464,basic,8.99,2024-04-23,09-06-2024,credit_card,yes
S000344,U00246,premium,17.99,2022-03-31,,credit_card,0
S001692,U01229,premium,17.99,2024-12-18,31-03-2025,paypal,N
S000652,U00475,basic,8.99,2023-09-03,10/10/2023,apple_pay,yes
S000221,U00152,premium,17.99,"Dec 22, 2023",2024-06-01,apple_pay,N
S000068,U00048,premium,17.99,2023-11-10,2024-01-22,google_pay,false
S001033,U00743,premium,17.99,10-09-2023,,apple_pay,no
S000907,U00652,premium,17.99,2023-06-29,,apple_pay,N
S000814,U00588,standard,13.99,2023-05-26,2023-07-08,google_pay,true
S002000,U01449,standard,13.99,2022-10-20,,apple_pay,FALSE
S001009,U00725,standard,13.99,"Dec 12, 2023",,google_pay,0
S001701,U01234,basic,8.99,2023-03-05,,paypal,FALSE
S000230,U00160,basic,8.99,09/10/2024,,apple_pay,FALSE
S001735,U01256,basic,8.99,2022-01-02,2022-04-21,paypal,0
S001125,U00811,standard,13.99,"Aug 21, 2024",,apple_pay,false
