customer_id,signup_date,acquisition_channel,country
C00834,2024-12-09,referral,AU
C00835,2024-10-18,social,UK
C00836,2024-04-08,social,FR
C00837,2024-10-23,referral,AU
C00838,2024-03-16,social,CA
C00839,2024-07-15,paid_search,US
C00840,2024-09-13,paid_search,US
C00841,2024-03-19,paid_search,DE
C00842,2024-01-01,paid_search,US
C00843,2024-11-28,organic,US
C00844,2024-05-30,social,US
C00845,2024-02-01,paid_search,US
C00846,2024-11-13,referral,US
C00847,2024-01-17,organic,UK
C00848,2024-12-28,organic,AU
C00849,2025-02-25,social,AU
C00850,2024-05-27,social,UK
C00851,2025-03-05,social,US
C00852,2024-04-08,organic,US
C00853,2024-03-01,organic,US
C00854,2024-12-30,paid_search,US
C00855,2024-05-18,organic,UK
C00856,2024-02-03,paid_search,US
C00857,2024-05-22,organic,UK
C00858,2024-08-31,organic,FR
C00859,2024-11-04,social,DE
C00860,2024-12-11,organic,US
C00861,2025-01-16,organic,US
C00862,2024-04-09,organic,US
C00863,2024-05-02,referral,US
C00864,2024-12-16,organic,AU
C00865,2024-07-09,social,US
C00866,2024-05-30,paid_search,DE
C00867,2024-12-30,social,US
C00868,2024-09-01,social,CA
C00869,2024-04-06,organic,FR
C00870,2024-06-05,organic,AU
C00871,2024-07-15,referral,UK
C00872,2024-04-26,paid_search,US
C00873,2024-04-01,organic,UK
C00874,2024-06-15,paid_search,CA
C00875,2024-08-13,social,UK
C00876,2025-01-24,social,US
C00877,2024-10-25,social,US
C00878,2024-02-18,organic,US
C00879,2024-03-08,organic,DE
C00880,2024-12-11,organic,US
C00881,2024-07-30,paid_search,AU
C00882,2025-01-10,organic,CA
C00883,2025-01-21,referral,CA
C00884,2025-01-31,referral,US
C00885,2025-01-19,referral,US
C00886,2024-09-25,social,US
C00887,2024-08-31,referral,US
C00888,2024-06-19,paid_search,US
C00889,2024-04-29,social,US
C00890,2024-02-24,paid_search,FR
C00891,2024-02-13,organic,UK
C00892,2024-12-27,paid_search,US
C00893,2024-08-02,organic,UK
C00894,2024-01-19,paid_search,US
C00895,2024-10-13,social,US
C00896,2024-02-19,referral,DE
C00897,2024-06-20,organic,US
C00898,2024-03-12,referral,US
C00899,2024-10-13,organic,US
C00900,2024-12-09,organic,US
C00901,2024-12-14,paid_search,FR
C00902,2025-03-08,social,UK
C00903,2024-08-24,social,US
C00904,2024-01-28,paid_search,CA
C00905,2024-11-08,organic,US
C00906,2024-07-02,organic,UK
C00907,2024-10-19,social,US
C00908,2024-05-14,paid_search,CA
C00909,2024-02-29,organic,AU
C00910,2024-01-28,organic,US
C00911,2024-10-17,organic,CA
C00912,2025-01-10,paid_search,US
C00913,2024-10-08,referral,DE
C00914,2024-04-20,paid_search,US
C00915,2024-12-08,social,UK
C00916,2025-01-13,organic,UK
C00917,2024-04-13,social,US
C00918,2024-11-02,paid_search,AU
C00919,2024-07-20,paid_search,UK
C00920,2025-03-13,paid_search,CA
C00921,2024-09-30,social,DE
C00922,2025-01-01,paid_search,CA
C00923,2024-05-14,organic,US
C00924,2025-03-30,paid_search,DE
C00925,2024-06-18,paid_search,UK
C00926,2024-07-21,organic,UK
C00927,2024-03-14,paid_search,US
C00928,2024-01-07,organic,UK
C00929,2024-01-31,referral,US
C00930,2024-03-28,organic,FR
C00931,2024-06-27,paid_search,AU
C00932,2025-03-06,social,DE
C00933,2024-06-11,paid_search,US
C00934,2024-07-10,organic,US
C00935,2024-07-09,referral,US
C00936,2024-03-10,paid_search,US
C00937,2024-12-05,organic,UK
C00938,2024-10-27,referral,AU
C00939,2024-02-06,paid_search,US
C00940,2024-09-02,referral,DE
C00941,2024-10-01,organic,CA
C00942,2024-05-29,referral,AU
C00943,2024-02-04,organic,FR
C00944,2024-08-09,organic,UK
C00945,2024-08-21,paid_search,AU
C00946,2024-12-21,paid_search,DE
C00947,2024-03-30,social,US
C00948,2024-07-29,referral,US
C00949,2024-11-21,organic,CA
C00950,2024-08-27,organic,US
C00951,2025-03-28,organic,US
C00952,2024-08-28,social,US
C00953,2024-05-08,social,FR
C00954,2024-11-24,paid_search,CA
C00955,2024-01-14,paid_search,UK
C00956,2024-01-20,social,DE
C00957,2024-08-20,organic,US
C00958,2025-03-29,referral,US
C00959,2024-11-18,organic,US
C00960,2024-04-26,organic,UK
C00961,2025-02-15,referral,DE
C00962,2024-06-26,organic,US
C00963,2024-09-09,organic,UK
C00964,2024-06-18,referral,CA
C00965,2024-06-19,paid_search,AU
C00966,2024-12-26,paid_search,AU
C00967,2025-02-19,referral,US
C00968,2024-03-14,organic,DE
C00969,2025-03-07,organic,UK
C00970,2024-10-28,referral,AU
C00971,2024-12-27,organic,US
C00972,2024-01-25,organic,US
C00973,2024-09-06,referral,US
C00974,2025-01-12,paid_search,US
C00975,2025-03-22,paid_search,US
C00976,2024-09-03,organic,US
C00977,2025-01-04,paid_search,US
C00978,2024-12-09,organic,UK
C00979,2024-03-18,organic,DE
C00980,2024-04-27,social,CA
C00981,2024-08-06,social,DE
C00982,2025-02-23,social,DE
C00983,2024-04-30,organic,US
C00984,2025-02-12,social,US
C00985,2024-06-06,social,DE
C00986,2025-03-28,organic,US
C00987,2024-12-21,organic,US
C00988,2024-12-09,referral,FR
C00989,2025-01-29,organic,FR
C00990,2025-01-15,social,US
C00991,2025-02-23,paid_search,AU
C00992,2024-02-23,referral,CA
C00993,2025-01-30,organic,US
C00994,2024-08-04,social,UK
C00995,2024-07-04,paid_search,US
C00996,2025-03-15,organic,AU
C00997,2024-08-09,paid_search,US
C00998,2024-04-29,organic,UK
C00999,2024-09-13,social,US
C01000,2024-04-21,organic,US
C01001,2025-01-04,paid_search,US
C01002,2024-08-12,social,AU
C01003,2024-12-17,referral,US
C01004,2024-12-28,paid_search,CA
C01005,2025-02-26,social,DE
C01006,2025-01-06,paid_search,US
C01007,2025-03-31,social,US
C01008,2024-06-01,organic,US
C01009,2024-09-20,organic,US
C01010,2024-11-26,social,DE
C01011,2024-12-18,paid_search,CA
C01012,2024-07-20,organic,US
C01013,2024-02-10,paid_search,FR
C01014,2024-12-26,organic,US
C01015,2024-11-12,organic,UK
C01016,2024-08-22,paid_search,FR
C01017,2024-11-22,referral,UK
C01018,2025-03-03,paid_search,US
C01019,2025-02-09,organic,US
C01020,2024-06-15,social,FR
C01021,2024-06-17,organic,CA
C01022,2025-03-06,organic,FR
C01023,2024-08-03,organic,FR
C01024,2024-06-29,social,UK
C01025,2025-01-11,social,FR
C01026,2024-12-07,organic,AU
C01027,2024-02-21,organic,UK
C01028,2025-01-03,paid_search,US
C01029,2024-01-03,organic,UK
C01030,2024-08-26,organic,FR
C01031,2024-02-26,organic,FR
C01032,2024-08-15,organic,UK
C01033,2025-01-30,organic,CA
C01034,2024-01-30,organic,US
C01035,2024-03-08,organic,US
C01036,2025-03-26,social,US
C01037,2025-02-03,organic,US
C01038,2024-02-18,referral,FR
C01039,2024-08-13,social,AU
C01040,2024-06-28,paid_search,AU
C01041,2024-11-20,organic,US
C01042,2024-09-05,referral,UK
C01043,2024-12-02,social,US
C01044,2024-07-17,paid_search,US
C01045,2024-02-28,paid_search,US
C01046,2024-09-02,paid_search,CA
C01047,2024-05-03,paid_search,UK
C01048,2024-07-15,social,UK
C01049,2024-10-26,organic,CA
C01050,2025-03-04,referral,DE
C01051,2024-05-26,referral,US
C01052,2024-05-08,paid_search,US
C01053,2024-12-09,social,UK
C01054,2024-07-21,organic,US
C01055,2024-10-18,social,US
C01056,2025-03-26,organic,US
C01057,2025-02-10,referral,US
C01058,2024-09-06,paid_search,FR
C01059,2024-07-09,social,DE
C01060,2025-03-07,organic,US
C01061,2025-03-14,paid_search,US
C01062,2024-03-04,social,US
C01063,2024-06-18,social,US
C01064,2024-02-06,organic,US
C01065,2024-05-30,organic,UK
C01066,2024-07-28,social,US
C01067,2024-04-27,organic,US
C01068,2024-02-06,paid_search,FR
C01069,2025-03-02,social,US
C01070,2024-07-02,paid_search,DE
C01071,2025-02-04,organic,CA
C01072,2025-01-23,paid_search,DE
C01073,2024-02-27,organic,US
C01074,2025-01-23,paid_search,CA
C01075,2024-06-17,social,AU
C01076,2024-05-30,paid_search,AU
C01077,2024-03-29,referral,US
C01078,2024-01-10,organic,UK
C01079,2024-03-23,organic,AU
C01080,2024-11-10,paid_search,US
C01081,2024-11-14,social,CA
C01082,2024-10-11,paid_search,FR
C01083,2024-07-04,social,US
C01084,2024-07-12,referral,US
C01085,2024-05-05,social,US
C01086,2024-09-21,referral,US
C01087,2024-02-13,referral,UK
C01088,2025-02-27,organic,FR
C01089,2025-02-23,organic,US
C01090,2024-04-12,social,CA
C01091,2025-02-15,organic,US
C01092,2025-01-28,organic,CA
C01093,2024-11-11,organic,UK
C01094,2024-05-28,paid_search,US
C01095,2024-09-18,organic,UK
C01096,2024-07-28,social,FR
C01097,2024-06-27,paid_search,UK
C01098,2025-01-09,organic,UK
C01099,2024-05-02,paid_search,US
C01100,2024-10-19,organic,AU
C01101,2024-10-25,paid_search,FR
C01102,2025-02-08,organic,US
C01103,2024-08-20,social,US
C01104,2025-01-31,organic,FR
C01105,2024-12-28,referral,US
C01106,2024-12-22,organic,UK
C01107,2024-10-01,paid_search,DE
C01108,2024-04-28,paid_search,DE
C01109,2024-01-20,organic,US
C01110,2024-12-21,paid_search,DE
C01111,2024-07-01,paid_search,US
C01112,2024-07-15,referral,CA
C01113,2024-08-14,paid_search,US
C01114,2024-04-03,paid_search,US
C01115,2024-05-26,paid_search,US
C01116,2024-02-23,referral,AU
C01117,2024-01-03,organic,UK
C01118,2025-02-03,paid_search,FR
C01119,2024-01-27,social,US
C01120,2024-08-16,organic,US
C01121,2024-03-05,organic,US
C01122,2025-02-02,paid_search,US
C01123,2024-04-30,paid_search,CA
C01124,2024-08-15,paid_search,US
C01125,2024-06-18,referral,US
C01126,2024-08-08,paid_search,US
C01127,2024-01-20,organic,FR
C01128,2024-11-07,paid_search,UK
C01129,2024-06-16,organic,US
C01130,2024-10-12,paid_search,UK
C01131,2025-02-09,paid_search,US
C01132,2024-05-05,paid_search,US
C01133,2024-06-17,referral,FR
C01134,2024-10-20,organic,US
C01135,2024-04-07,organic,US
C01136,2025-03-03,organic,US
C01137,2024-09-01,paid_search,AU
C01138,2024-04-14,referral,CA
C01139,2024-02-25,social,UK
C01140,2024-05-04,social,US
C01141,2024-11-12,paid_search,US
C01142,2024-01-01,social,DE
C01143,2024-12-11,paid_search,DE
C01144,2025-03-18,organic,US
C01145,2024-05-15,organic,DE
C01146,2024-08-31,paid_search,US
C01147,2024-08-14,referral,US
C01148,2024-03-18,organic,UK
C01149,2025-01-20,organic,DE
C01150,2025-02-15,paid_search,DE
C01151,2024-02-29,referral,CA
C01152,2025-01-14,organic,DE
C01153,2024-03-24,paid_search,US
C01154,2024-12-06,paid_search,US
C01155,2025-02-25,organic,US
C01156,2024-11-02,organic,US
C01157,2024-05-17,paid_search,US
C01158,2025-01-18,paid_search,US
C01159,2024-09-20,social,UK
C01160,2025-03-15,organic,CA
C01161,2024-03-17,social,US
C01162,2024-12-19,social,US
C01163,2025-01-20,paid_search,AU
C01164,2024-06-02,organic,AU
C01165,2024-07-06,social,UK
C01166,2024-01-06,referral,UK
C01167,2024-04-10,referral,US
C01168,2024-10-07,social,DE
C01169,2024-06-24,social,UK
C01170,2025-03-19,paid_search,DE
C01171,2024-03-23,social,DE
C01172,2024-07-13,referral,CA
C01173,2024-03-20,organic,CA
C01174,2024-11-22,organic,US
C01175,2025-02-26,organic,UK
C01176,2025-02-11,paid_search,US
C01177,2024-10-17,paid_search,US
C01178,2025-03-29,social,US
C01179,2024-04-14,organic,FR
C01180,2024-09-12,organic,US
C01181,2024-09-08,paid_search,UK
C01182,2024-11-23,organic,DE
C01183,2024-08-07,paid_search,UK
C01184,2024-01-02,organic,US
C01185,2024-12-11,organic,AU
C01186,2024-08-30,paid_search,CA
C01187,2025-01-25,organic,US
C01188,2024-11-17,paid_search,US
C01189,2024-02-24,paid_search,US
C01190,2025-01-15,organic,US
C01191,2024-04-25,social,AU
C01192,2024-05-26,paid_search,UK
C01193,2024-12-10,social,US
C01194,2024-11-17,organic,DE
C01195,2024-03-14,social,UK
C01196,2024-03-15,referral,US
C01197,2024-10-20,organic,UK
C01198,2024-12-01,social,US
C01199,2024-01-21,organic,US
C01200,2025-03-10,paid_search,AU
C01201,2024-05-18,social,US
C01202,2024-03-08,organic,US
C01203,2024-12-22,organic,US
C01204,2024-05-06,organic,DE
C01205,2024-12-22,organic,US
C01206,2024-05-10,social,CA
C01207,2024-05-22,social,FR
C01208,2025-02-15,organic,US
C01209,2024-03-09,organic,US
C01210,2024-12-29,organic,FR
C01211,2024-02-17,social,CA
C01212,2025-02-03,social,US
C01213,2025-01-04,organic,US
C01214,2024-09-02,paid_search,DE
C01215,2024-04-02,social,US
C01216,2024-09-07,paid_search,US
C01217,2024-10-31,organic,UK
C01218,2024-10-27,social,AU
C01219,2024-09-20,social,US
C01220,2024-09-19,organic,UK
C01221,2024-09-16,paid_search,US
C01222,2025-01-31,social,US
C01223,2024-10-21,organic,CA
C01224,2024-03-12,organic,US
C01225,2024-04-24,social,US
C01226,2024-12-10,organic,US
C01227,2024-02-14,social,UK
C01228,2024-02-09,paid_search,UK
C01229,2024-05-10,paid_search,AU
C01230,2024-01-07,social,US
C01231,2024-05-01,organic,UK
C01232,2024-11-12,organic,US
C01233,2025-03-18,organic,CA
C01234,2024-10-31,social,CA
C01235,2024-09-11,paid_search,US
C01236,2024-12-21,referral,US
C01237,2024-02-09,paid_search,US
C01238,2025-01-16,social,US
C01239,2024-12-04,organic,US
C01240,2024-12-05,referral,AU
C01241,2024-10-18,paid_search,US
C01242,2024-08-20,paid_search,FR
C01243,2025-02-20,social,US
C01244,2024-08-20,referral,US
C01245,2025-03-06,referral,US
C01246,2025-02-03,paid_search,US
C01247,2025-03-28,referral,US
C01248,2025-03-21,social,DE
C01249,2024-09-24,paid_search,DE
C01250,2025-02-05,paid_search,DE
C01251,2024-08-30,social,US
C01252,2025-02-17,paid_search,US
C01253,2024-03-18,social,US
C01254,2024-02-24,social,US
C01255,2024-02-08,paid_search,FR
C01256,2025-03-04,paid_search,US
C01257,2024-04-07,referral,CA
C01258,2024-08-26,paid_search,US
C01259,2024-05-05,referral,FR
C01260,2024-03-30,paid_search,AU
C01261,2024-12-21,organic,US
C01262,2024-06-05,referral,US
C01263,2024-08-18,paid_search,FR
C01264,2024-07-11,organic,US
C01265,2025-03-16,organic,US
C01266,2024-06-29,organic,UK
C01267,2024-01-12,paid_search,FR
C01268,2024-04-22,paid_search,US
C01269,2024-06-22,organic,UK
C01270,2024-06-30,paid_search,DE
C01271,2025-02-20,organic,US
C01272,2024-02-13,social,US
C01273,2024-07-29,social,US
C01274,2024-06-27,organic,UK
C01275,2024-10-28,paid_search,CA
C01276,2024-01-14,paid_search,DE
C01277,2024-02-19,social,AU
C01278,2024-01-10,referral,UK
C01279,2024-10-21,social,US
C01280,2024-07-20,paid_search,US
C01281,2025-03-04,organic,US
C01282,2024-04-10,paid_search,DE
C01283,2024-02-24,organic,US
C01284,2025-01-22,paid_search,US
C01285,2024-12-10,paid_search,UK
C01286,2025-02-01,social,AU
C01287,2025-03-28,referral,AU
C01288,2024-03-02,social,US
C01289,2024-08-18,social,US
C01290,2025-01-31,social,US
C01291,2025-02-07,organic,US
C01292,2024-10-22,organic,US
C01293,2024-02-22,organic,UK
C01294,2024-09-15,paid_search,DE
C01295,2024-08-07,organic,US
C01296,2024-01-30,organic,AU
C01297,2025-02-16,paid_search,US
C01298,2024-04-28,paid_search,UK
C01299,2024-03-17,organic,FR
C01300,2025-03-07,social,US
C01301,2024-03-09,organic,US
C01302,2024-01-24,paid_search,AU
C01303,2024-03-11,organic,UK
C01304,2025-02-02,paid_search,US
C01305,2024-11-03,social,DE
C01306,2024-03-05,social,US
C01307,2025-01-20,social,FR
C01308,2024-12-02,paid_search,AU
C01309,2024-02-04,organic,DE
C01310,2025-03-27,paid_search,US
C01311,2024-11-08,organic,US
C01312,2024-01-25,social,UK
C01313,2025-02-02,social,UK
C01314,2024-08-20,social,UK
C01315,2025-02-11,paid_search,UK
C01316,2024-06-22,organic,DE
C01317,2024-07-29,social,US
C01318,2025-02-15,paid_search,US
C01319,2024-08-18,organic,US
C01320,2024-03-18,referral,AU
C01321,2024-08-26,social,US
C01322,2024-04-15,social,FR
C01323,2025-03-14,social,DE
C01324,2025-03-30,organic,US
C01325,2024-01-10,social,US
C01326,2024-11-28,referral,US
C01327,2024-06-25,organic,US
C01328,2024-06-29,paid_search,US
C01329,2024-05-24,social,US
C01330,2025-01-17,organic,CA
C01331,2024-05-30,organic,FR
C01332,2024-10-28,organic,US
C01333,2025-03-18,social,US
C01334,2024-01-24,referral,UK
C01335,2024-08-06,organic,US
C01336,2024-12-06,social,FR
C01337,2024-09-05,organic,AU
C01338,2024-05-29,paid_search,US
C01339,2024-12-12,social,UK
C01340,2025-02-12,organic,US
C01341,2024-08-04,organic,US
C01342,2025-03-03,organic,US
C01343,2024-12-06,social,US
C01344,2024-12-22,social,AU
C01345,2024-08-25,organic,US
C01346,2024-05-29,social,CA
C01347,2024-11-17,referral,AU
C01348,2024-03-11,social,US
C01349,2024-12-21,organic,US
C01350,2024-03-19,social,DE
C01351,2024-05-17,organic,US
C01352,2024-04-05,referral,UK
C01353,2024-08-14,referral,DE
C01354,2024-02-24,paid_search,AU
C01355,2024-12-02,organic,AU
C01356,2024-10-01,organic,US
C01357,2024-05-13,paid_search,FR
C01358,2024-09-17,social,US
C01359,2025-01-28,social,AU
C01360,2024-03-10,paid_search,CA
C01361,2024-12-25,social,US
C01362,2025-03-03,paid_search,UK
C01363,2024-01-06,organic,UK
C01364,2024-08-03,organic,CA
C01365,2024-08-03,organic,DE
C01366,2024-04-18,social,US
C01367,2024-01-25,organic,US
C01368,2024-07-21,paid_search,DE
C01369,2025-03-19,social,AU
C01370,2024-03-20,social,US
C01371,2024-12-19,organic,US
C01372,2024-02-05,paid_search,UK
C01373,2024-06-24,organic,CA
C01374,2024-02-11,referral,US
C01375,2024-01-07,organic,US
C01376,2024-01-08,paid_search,UK
C01377,2024-09-27,organic,UK
C01378,2025-01-26,organic,DE
C01379,2024-12-18,referral,US
C01380,2024-01-19,organic,US
C01381,2024-03-20,paid_search,US
C01382,2025-01-05,social,US
C01383,2024-01-17,social,US
C01384,2024-05-20,referral,UK
C01385,2024-12-22,organic,DE
C01386,2024-04-22,referral,US
C01387,2024-05-22,organic,FR
C01388,2025-02-19,organic,US
C01389,2024-11-24,social,US
C01390,2024-07-04,referral,AU
C01391,2024-12-12,organic,US
C01392,2024-08-17,organic,AU
C01393,2025-01-31,organic,CA
C01394,2024-10-06,organic,US
C01395,2024-04-26,social,US
C01396,2024-12-05,organic,UK
C01397,2024-01-26,paid_search,UK
C01398,2024-03-24,referral,US
C01399,2024-02-16,organic,UK
C01400,2024-11-29,organic,CA
C01401,2024-02-20,organic,AU
C01402,2024-05-09,referral,US
C01403,2024-04-03,paid_search,US
C01404,2024-10-09,paid_search,US
C01405,2024-06-07,paid_search,UK
C01406,2024-08-27,social,US
C01407,2024-12-12,paid_search,US
C01408,2024-11-03,social,US
C01409,2024-08-22,referral,US
C01410,2024-03-01,organic,AU
C01411,2024-09-19,organic,US
C01412,2024-04-14,social,AU
C01413,2024-05-13,social,CA
C01414,2024-12-26,paid_search,US
C01415,2024-12-02,social,FR
C01416,2024-10-27,social,US
C01417,2024-02-28,paid_search,US
C01418,2025-01-01,paid_search,FR
C01419,2024-08-17,organic,US
C01420,2024-12-28,paid_search,US
C01421,2024-09-02,organic,US
C01422,2024-07-05,paid_search,AU
C01423,2024-05-21,paid_search,US
C01424,2024-04-27,social,US
C01425,2024-11-14,paid_search,US
C01426,2024-04-13,social,DE
C01427,2024-05-28,referral,UK
C01428,2025-03-02,referral,AU
C01429,2024-11-15,paid_search,DE
C01430,2024-10-14,organic,US
C01431,2024-08-10,social,US
C01432,2024-07-17,organic,UK
C01433,2024-11-18,paid_search,US
C01434,2024-10-17,organic,UK
C01435,2024-10-05,organic,AU
C01436,2024-11-10,paid_search,US
C01437,2024-05-25,paid_search,UK
C01438,2024-02-03,paid_search,CA
C01439,2024-05-11,organic,US
C01440,2024-03-25,organic,AU
C01441,2024-10-10,organic,DE
C01442,2024-08-09,organic,US
C01443,2024-10-27,paid_search,US
C01444,2024-12-11,paid_search,UK
C01445,2025-03-04,organic,US
C01446,2024-04-13,social,US
C01447,2025-01-07,social,US
C01448,2025-01-14,organic,US
C01449,2024-02-01,organic,CA
C01450,2025-01-15,organic,AU
C01451,2025-01-14,paid_search,US
C01452,2024-06-28,organic,DE
C01453,2024-08-14,social,US
C01454,2024-07-19,organic,US
C01455,2025-03-23,paid_search,DE
C01456,2024-11-18,organic,DE
C01457,2024-11-27,organic,US
C01458,2024-08-17,organic,UK
C01459,2024-08-18,referral,UK
C01460,2024-07-17,organic,DE
C01461,2025-02-26,organic,UK
C01462,2025-02-16,organic,UK
C01463,2024-08-19,organic,UK
C01464,2024-10-07,paid_search,US
C01465,2025-03-05,social,US
C01466,2024-03-21,referral,US
C01467,2024-11-11,organic,UK
C01468,2024-11-13,organic,US
C01469,2024-07-11,referral,UK
C01470,2025-02-07,organic,US
C01471,2024-02-08,social,CA
C01472,2025-01-03,referral,US
C01473,2024-08-30,paid_search,US
C01474,2024-07-31,social,US
C01475,2024-09-20,referral,US
C01476,2024-11-25,paid_search,US
C01477,2024-12-08,social,UK
C01478,2024-05-03,organic,UK
C01479,2024-05-30,social,CA
C01480,2024-05-16,referral,FR
C01481,2025-02-21,organic,UK
C01482,2024-10-29,organic,CA
C01483,2024-05-02,referral,US
C01484,2024-01-18,organic,FR
C01485,2024-11-14,referral,US
C01486,2024-11-21,social,US
C01487,2024-01-24,paid_search,US
C01488,2024-08-25,organic,CA
C01489,2024-10-18,social,US
C01490,2024-03-19,paid_search,UK
C01491,2024-08-02,paid_search,US
C01492,2024-09-18,paid_search,US
C01493,2024-07-05,paid_search,US
C01494,2024-08-19,organic,US
C01495,2024-08-16,paid_search,DE
C01496,2024-09-05,organic,US
C01497,2024-02-04,social,UK
C01498,2024-12-24,referral,AU
C01499,2024-03-30,paid_search,US
C01500,2025-02-23,organic,US
C01501,2024-05-28,social,US
C01502,2024-12-12,organic,AU
C01503,2024-03-16,organic,FR
C01504,2024-01-10,social,AU
C01505,2024-08-17,referral,DE
C01506,2024-02-29,referral,US
C01507,2024-05-26,paid_search,CA
C01508,2024-12-03,social,AU
C01509,2024-12-10,paid_search,UK
C01510,2024-09-09,organic,US
C01511,2024-10-03,social,AU
C01512,2024-05-20,social,UK
C01513,2024-03-29,social,US
C01514,2024-04-22,referral,AU
C01515,2024-04-26,organic,DE
C01516,2024-08-08,organic,CA
C01517,2024-04-03,organic,US
C01518,2025-02-14,social,US
C01519,2024-12-28,organic,US
C01520,2024-12-31,paid_search,US
C01521,2024-08-11,organic,US
C01522,2024-10-04,paid_search,US
C01523,2025-02-17,paid_search,CA
C01524,2024-07-29,social,UK
C01525,2024-09-08,organic,UK
C01526,2024-03-24,social,DE
C01527,2024-08-07,social,US
C01528,2024-03-28,social,US
C01529,2025-01-13,organic,CA
C01530,2025-02-21,social,US
C01531,2025-03-24,social,US
C01532,2024-11-21,social,US
C01533,2024-01-04,paid_search,UK
C01534,2024-05-14,organic,UK
C01535,2024-09-14,paid_search,US
C01536,2024-10-09,social,US
C01537,2024-10-23,paid_search,US
C01538,2025-03-07,social,US
C01539,2024-04-10,social,US
C01540,2024-04-30,social,CA
C01541,2025-03-18,organic,US
C01542,2024-08-09,organic,US
C01543,2024-11-10,referral,US
C01544,2025-03-08,organic,US
C01545,2024-06-08,social,US
C01546,2024-04-15,organic,AU
C01547,2025-01-01,social,DE
C01548,2024-11-14,paid_search,DE
C01549,2024-07-10,organic,FR
C01550,2024-10-01,organic,UK
C01551,2024-01-13,paid_search,US
C01552,2025-01-10,referral,US
C01553,2024-10-30,referral,US
C01554,2024-11-10,social,US
C01555,2024-04-07,organic,CA
C01556,2025-02-02,social,UK
C01557,2025-03-21,social,US
C01558,2024-07-26,social,US
C01559,2024-01-06,referral,CA
C01560,2024-05-29,social,DE
C01561,2025-01-16,social,UK
C01562,2024-02-19,social,FR
C01563,2024-01-16,social,AU
C01564,2025-02-14,organic,AU
C01565,2024-09-26,organic,UK
C01566,2024-03-31,organic,DE
C01567,2024-07-26,organic,US
C01568,2024-06-07,paid_search,US
C01569,2025-03-12,referral,CA
C01570,2024-11-23,referral,UK
C01571,2025-01-03,paid_search,UK
C01572,2024-07-14,social,US
C01573,2024-07-09,organic,AU
C01574,2025-02-08,paid_search,CA
C01575,2024-11-11,paid_search,US
C01576,2024-02-07,paid_search,US
C01577,2025-01-23,organic,US
C01578,2025-01-31,referral,DE
C01579,2024-07-05,referral,AU
C01580,2024-06-28,social,US
C01581,2024-09-08,organic,US
C01582,2025-02-24,organic,US
C01583,2024-05-30,referral,US
C01584,2024-11-24,organic,US
C01585,2025-02-10,organic,US
C01586,2024-12-19,organic,CA
C01587,2024-03-13,referral,FR
C01588,2024-07-07,organic,US
C01589,2025-03-31,organic,US
C01590,2024-12-19,organic,AU
C01591,2024-06-22,organic,US
C01592,2024-09-25,social,US
C01593,2024-03-04,organic,DE
C01594,2024-06-17,referral,US
C01595,2024-01-06,organic,DE
C01596,2025-02-09,organic,UK
C01597,2024-04-26,organic,US
C01598,2024-02-11,organic,UK
C01599,2025-01-27,social,US
C01600,2024-09-20,social,UK
C01601,2024-11-26,organic,US
C01602,2024-04-05,social,UK
C01603,2024-05-27,organic,AU
C01604,2024-08-11,organic,CA
C01605,2025-02-28,organic,UK
C01606,2025-01-31,referral,DE
C01607,2024-08-22,referral,US
C01608,2024-11-15,organic,AU
C01609,2024-05-11,organic,UK
C01610,2024-11-23,social,UK
C01611,2024-08-20,organic,DE
C01612,2024-02-16,paid_search,US
C01613,2024-06-02,social,CA
C01614,2024-05-05,paid_search,DE
C01615,2024-05-23,paid_search,US
C01616,2024-02-07,organic,AU
C01617,2024-06-25,paid_search,AU
C01618,2025-02-01,paid_search,CA
C01619,2024-10-26,organic,FR
C01620,2024-12-22,organic,US
C01621,2024-04-29,social,US
C01622,2024-05-23,social,UK
C01623,2024-07-13,organic,FR
C01624,2024-07-07,social,US
C01625,2024-04-25,social,US
C01626,2024-02-09,social,US
C01627,2024-07-27,paid_search,UK
C01628,2024-07-23,paid_search,US
C01629,2024-12-16,referral,US
C01630,2025-02-24,organic,US
C01631,2024-05-22,organic,CA
C01632,2024-01-04,organic,DE
C01633,2024-12-14,organic,CA
C01634,2024-02-25,referral,US
C01635,2024-03-27,paid_search,UK
C01636,2024-10-09,organic,US
C01637,2024-02-11,social,US
C01638,2024-12-22,social,US
C01639,2024-08-22,paid_search,US
C01640,2024-09-16,paid_search,UK
C01641,2024-11-23,paid_search,US
C01642,2024-05-06,referral,US
C01643,2024-12-29,referral,US
C01644,2024-03-06,social,CA
C01645,2024-08-16,organic,UK
C01646,2024-11-19,organic,US
C01647,2024-06-24,paid_search,AU
C01648,2024-08-08,organic,US
C01649,2024-06-18,organic,US
C01650,2024-01-12,social,AU
C01651,2024-04-16,social,CA
C01652,2024-10-30,paid_search,US
C01653,2025-01-23,social,AU
C01654,2024-08-28,paid_search,CA
C01655,2024-10-25,organic,US
C01656,2024-10-24,paid_search,CA
C01657,2024-05-13,organic,FR
C01658,2024-07-12,paid_search,US
C01659,2024-11-18,referral,US
C01660,2024-08-05,paid_search,AU
C01661,2024-05-14,social,US
C01662,2025-02-23,organic,US
C01663,2025-03-30,social,US
C01664,2025-01-16,social,US
C01665,2024-02-22,paid_search,US
C01666,2024-07-18,paid_search,FR
