order_id,customer_id,order_date,order_value,num_items
O0000369,C00109,2024-11-25,40.86,3
O0005462,C01733,2024-01-26,65.52,3
O0003429,C01086,2025-01-29,58.1,1
O0005283,C01689,2024-12-17,132.17,3
O0005807,C01850,2024-10-24,46.43,1
O0002510,C00813,2025-04-07,103.61,2
O0003041,C00965,2024-08-28,61.35,1
O0000604,C00180,2024-12-11,102.17,2
O0000719,C00211,2024-12-27,57.55,1
O0003089,C00977,2025-01-09,90.42,2
O0002738,C00878,2024-11-04,30.18,1
O0005296,C01692,2024-09-29,34.76,2
O0004464,C01441,2024-11-18,151.1,2
O0001113,C00340,2024-10-04,92.34,3
O0002108,C00674,2024-03-24,110.81,1
O0005809,C01851,2024-12-23,106.81,3
O0003646,C01146,2024-09-15,73.65,1
O0004298,C01390,2024-07-06,80.6,2
O0005458,C01732,2024-05-20,120.94,2
O0005852,C01863,2024-07-16,101.2,2
O0000726,C00215,2025-02-28,67.19,2
O0002707,C00869,2024-06-03,57.81,3
O0000170,C00059,2025-04-08,86.03,2
O0000403,C00122,2024-10-24,40.34,1
O0005167,C01659,2024-11-21,148.92,1
O0003297,C01043,2024-12-07,55.4,1
O0006079,C01925,2024-11-12,146.68,4
O0002331,C00753,2025-01-11,62.34,4
O0005788,C01845,2024-11-03,58.42,1
O0000549,C00166,2024-08-21,101.92,1
O0004948,C01587,2024-04-30,77.79,5
O0003549,C01125,2024-11-24,58.15,1
O0004284,C01384,2024-06-03,72.37,2
O0004612,C01485,2025-01-11,36.38,4
O0000306,C00092,2025-03-12,140.98,1
O0005321,C01699,2025-01-04,71.89,2
O0001344,C00430,2024-04-10,51.96,2
O0003103,C00982,2025-03-16,85.38,5
O0003410,C01078,2024-02-25,73.8,2
O0000482,C00147,2024-07-13,45.91,1
O0003674,C01156,2025-01-03,54.89,1
O0000093,C00025,2024-12-27,51.72,1
O0000429,C00127,2024-07-18,72.28,2
O0000453,C00136,2025-03-29,46.46,2
O0000380,C00112,2024-06-07,106.11,4
O0005156,C01655,2025-01-10,50.72,2
O0005478,C01741,2024-08-15,141.91,4
O0000168,C00058,2024-08-22,71.69,1
O0002940,C00934,2025-03-08,45.89,1
O0002865,C00911,2024-10-18,148.01,1
O0005588,C01782,2025-04-02,59.84,1
O0006082,C01925,2025-04-02,172.9,2
O0004602,C01484,2024-04-13,65.03,1
O0001707,C00540,2025-02-01,83.62,4
O0000462,C00140,2024-01-29,84.22,1
O0005469,C01736,2024-03-14,23.09,2
O0003583,C01133,2024-11-24,129.84,2
O0002046,C00650,2024-10-16,38.75,2
O0005653,C01803,2025-04-22,44.69,1
O0001876,C00591,2024-07-02,34.26,2
O0004326,C01392,2025-04-11,63.7,2
O0001720,C00543,2024-09-28,31.21,1
O0004282,C01382,2025-01-05,77.95,5
O0001996,C00631,2024-08-10,95.92,4
O0004690,C01508,2024-12-04,84.92,3
O0002795,C00897,2024-11-06,121.53,1
O0005881,C01870,2024-04-12,52.38,2
O0005113,C01641,2024-11-28,35.31,1
O0004494,C01453,2024-08-14,139.79,1
O0000385,C00114,2024-07-04,113.72,3
O0000670,C00198,2024-06-07,68.9,1
O0003750,C01183,2024-08-13,44.47,5
O0004431,C01430,2024-10-15,122.37,4
O0004304,C01390,2024-10-02,86.14,1
O0002850,C00909,2024-03-01,43.05,2
O0005616,C01794,2024-02-14,52.8,2
O0001737,C00548,2025-01-09,119.54,2
O0001218,C00380,2025-01-09,28.71,2
O0005744,C01838,2024-02-10,81.57,4
O0000319,C00095,2024-05-05,73.78,1
O0002806,C00898,2024-11-24,82.92,3
O0004391,C01410,2024-03-05,113.9,2
O0001098,C00334,2024-11-18,194.36,2
O0005702,C01821,2024-11-09,138.49,2
O0000223,C00075,2024-01-07,53.51,1
O0004786,C01536,2024-10-12,81.96,4
O0005070,C01627,2024-08-03,100.83,5
O0004086,C01305,2024-12-28,41.13,2
O0006145,C01951,2024-01-25,98.16,3
O0002346,C00758,2024-09-16,55.46,3
O0003956,C01264,2024-10-25,52.0,2
O0000194,C00066,2025-03-26,39.2,4
O0002415,C00787,2024-08-12,59.58,4
O0000282,C00088,2024-08-04,122.56,2
O0001295,C00411,2025-01-28,39.0,1
O0000109,C00034,2024-12-17,129.82,1
O0004054,C01295,2025-03-09,52.41,1
O0003871,C01229,2024-05-17,72.02,2
O0004866,C01563,2024-01-22,103.35,1
O0004787,C01537,2024-10-23,43.57,1
O0000333,C00100,2025-03-26,120.78,1
O0001641,C00517,2024-06-15,92.37,1
O0001404,C00445,2024-06-14,167.62,1
O0000476,C00144,2024-04-09,54.25,1
O0002571,C00829,2024-06-23,94.52,2
O0002237,C00719,2024-12-07,83.19,2
O0002649,C00857,2024-05-25,47.6,2
O0001281,C00402,2025-03-25,81.07,4
O0003402,C01077,2024-11-07,87.29,1
O0000158,C00055,2025-01-17,67.03,1
O0004983,C01597,2024-05-18,30.83,2
O0004522,C01460,2024-11-20,153.5,3
O0005441,C01729,2024-07-19,135.15,2
O0004470,C01444,2024-12-12,44.7,1
O0003227,C01020,2024-12-22,65.62,2
O0001322,C00421,2025-03-28,98.21,4
O0005476,C01739,2024-12-27,82.58,1
O0005447,C01731,2024-09-30,72.23,3
O0000938,C00278,2024-10-15,30.08,3
O0003888,C01236,2025-01-09,57.15,3
O0005350,C01707,2024-08-31,81.1,1
O0001711,C00540,2025-03-06,90.76,4
O0001910,C00598,2024-01-21,89.46,2
O0004154,C01332,2024-12-23,163.42,3
O0003562,C01127,2024-04-30,72.46,4
O0003908,C01244,2024-10-28,100.88,1
O0002577,C00830,2024-03-21,52.68,2
O0004626,C01488,2024-10-07,68.81,2
O0001120,C00341,2024-11-29,30.28,4
O0001940,C00615,2025-01-04,38.79,1
O0000330,C00099,2024-10-19,162.55,1
O0000031,C00008,2024-06-28,90.41,3
O0003363,C01065,2025-03-09,73.54,3
O0001447,C00455,2024-04-10,56.6,1
O0003425,C01085,2024-08-01,55.78,1
O0006162,C01956,2024-08-08,66.71,1
O0002358,C00763,2024-12-01,85.16,2
O0000337,C00103,2024-03-10,75.02,2
O0005196,C01668,2024-12-13,185.49,4
O0002602,C00838,2024-03-21,91.55,1
O0003586,C01134,2024-11-05,129.77,2
O0000130,C00043,2024-01-21,102.38,4
O0004296,C01389,2024-11-25,38.82,2
O0001018,C00302,2024-09-27,116.31,2
O0005082,C01631,2024-06-18,42.36,3
O0001140,C00348,2024-04-10,132.53,2
O0001985,C00628,2024-02-05,112.78,5
O0001788,C00568,2024-10-26,41.23,3
O0004918,C01580,2024-08-01,52.83,1
O0001256,C00392,2024-10-08,43.39,4
O0001559,C00490,2024-12-31,96.86,3
O0000748,C00218,2025-02-11,82.96,1
O0005402,C01719,2024-10-06,104.07,1
O0003070,C00973,2024-12-13,72.02,2
O0003996,C01278,2024-01-12,124.57,2
O0000606,C00180,2024-12-27,204.86,3
O0005782,C01845,2024-05-06,66.02,2
O0003164,C01003,2025-03-14,107.35,3
O0003471,C01099,2025-03-31,30.3,1
O0004371,C01403,2024-04-08,85.01,2
O0005032,C01613,2024-06-07,46.03,3
O0002064,C00657,2024-09-02,41.58,2
O0000040,C00012,2024-07-31,144.4,2
O0000595,C00178,2024-09-25,89.5,3
O0005416,C01722,2024-05-05,30.56,3
O0003144,C00995,2024-09-02,114.21,1
O0002971,C00943,2024-09-29,90.75,1
O0000771,C00225,2024-03-10,96.4,2
O0004985,C01597,2024-08-29,21.04,3
O0005118,C01643,2025-04-16,121.18,2
O0001377,C00436,2024-10-19,101.23,1
O0001014,C00302,2024-04-05,80.99,2
O0004679,C01503,2024-07-19,51.23,4
O0005389,C01718,2024-05-05,76.64,1
O0001708,C00540,2025-02-09,127.56,1
O0003906,C01244,2024-08-23,73.85,1
O0005140,C01648,2025-03-16,70.08,4
O0001569,C00493,2025-02-03,99.32,1
O0003372,C01069,2025-03-08,61.89,2
O0001226,C00382,2024-09-01,80.73,3
O0000683,C00203,2024-04-20,114.49,3
O0002817,C00899,2024-12-08,47.3,2
O0004894,C01571,2025-01-05,58.01,1
O0001532,C00482,2024-10-27,83.24,2
O0000068,C00018,2024-11-16,94.11,3
O0003820,C01207,2024-05-24,31.69,1
O0001013,C00301,2024-09-18,64.91,1
O0001609,C00508,2024-05-08,77.8,1
O0001851,C00581,2024-07-14,92.42,5
O0002450,C00800,2025-03-02,167.38,3
O0001106,C00338,2024-05-15,130.04,1
O0003631,C01143,2024-12-26,80.52,5
O0004455,C01440,2024-11-05,57.72,4
O0005567,C01777,2024-11-06,158.17,1
O0005995,C01904,2024-06-15,112.55,1
O0000774,C00226,2024-01-27,92.84,2
O0005539,C01767,2025-03-22,47.55,4
O0000280,C00088,2024-07-07,120.34,4
O0003591,C01135,2024-05-29,36.8,3
O0003237,C01025,2025-02-04,46.44,4
O0001837,C00579,2024-12-27,94.71,5
O0005704,C01821,2024-12-07,94.76,3
O0001243,C00388,2024-09-06,72.06,1
O0000502,C00154,2025-01-09,38.95,1
O0002055,C00653,2024-09-24,86.11,4
O0004961,C01591,2024-07-06,53.84,1
O0005763,C01840,2025-02-22,53.5,3
O0001841,C00579,2025-02-23,56.12,3
O0002282,C00737,2025-04-20,58.75,1
O0003159,C01002,2024-08-14,45.09,4
O0005091,C01633,2024-12-15,43.79,2
O0003467,C01099,2024-09-22,25.66,1
O0005759,C01840,2024-12-26,77.22,2
O0000895,C00263,2025-03-10,88.74,1
O0001566,C00493,2024-11-24,80.43,1
O0002881,C00921,2024-10-08,58.28,1
O0005907,C01873,2024-06-25,66.39,4
O0002741,C00880,2025-02-16,38.34,1
O0001085,C00329,2024-05-11,84.05,2
O0003074,C00973,2025-02-14,87.91,2
O0000144,C00050,2024-06-16,58.27,3
O0000620,C00185,2025-02-28,45.59,2
O0000686,C00204,2024-09-13,51.58,1
O0001879,C00591,2024-09-25,25.46,1
O0000254,C00080,2024-02-25,52.44,2
O0005464,C01734,2025-02-02,27.26,2
O0003955,C01264,2024-10-12,41.67,3
O0002985,C00948,2024-08-11,76.99,1
O0004242,C01364,2025-01-15,34.44,2
O0000281,C00088,2024-07-10,97.84,1
O0002721,C00873,2024-06-19,48.7,3
O0002422,C00790,2024-04-26,70.0,1
O0001607,C00508,2024-04-23,119.52,1
O0004453,C01440,2024-06-16,75.17,3
O0001712,C00540,2025-04-09,88.05,1
O0002981,C00947,2024-04-21,87.6,1
O0004579,C01476,2024-11-30,74.95,1
O0001059,C00320,2025-01-11,100.48,2
O0000578,C00175,2024-10-25,82.03,2
O0004770,C01529,2025-02-02,69.88,1
O0005581,C01780,2024-12-08,76.47,1
O0002726,C00873,2024-10-02,73.37,4
O0001644,C00519,2025-02-17,78.57,5
O0001836,C00579,2024-12-26,78.37,1
O0000562,C00169,2025-01-05,75.6,2
O0005884,C01870,2024-07-28,63.04,2
O0000325,C00099,2024-06-20,81.7,2
O0002146,C00690,2024-08-13,71.87,2
O0002026,C00642,2025-03-21,54.79,2
O0005353,C01707,2024-12-25,47.94,1
O0003200,C01013,2024-02-11,177.82,1
O0005011,C01604,2024-08-12,82.14,1
O0000313,C00093,2024-08-25,54.81,1
O0003619,C01138,2025-03-16,180.97,1
O0006000,C01907,2024-11-05,62.08,2
O0000248,C00079,2024-12-19,58.2,1
O0003552,C01125,2025-01-26,69.46,1
O0005280,C01689,2024-12-04,81.24,2
O0002240,C00720,2024-09-03,61.62,2
O0004649,C01495,2024-09-06,45.68,3
O0000431,C00127,2024-08-29,94.91,3
O0004725,C01515,2024-08-22,30.07,1
O0006256,C01997,2024-09-19,104.38,3
O0004288,C01386,2024-06-11,90.89,2
O0004695,C01510,2024-09-28,54.89,2
O0003623,C01140,2024-05-09,39.89,2
O0004606,C01484,2024-06-07,69.77,2
O0004993,C01599,2025-02-28,28.76,3
O0001547,C00484,2024-10-02,93.34,1
O0003662,C01152,2025-01-16,78.36,1
O0002339,C00755,2024-09-20,38.54,4
O0003313,C01050,2025-03-09,35.25,2
O0005261,C01683,2025-01-14,71.38,1
O0001253,C00390,2025-01-09,55.84,2
O0006239,C01987,2025-02-02,185.87,5
O0002468,C00804,2025-03-11,79.03,1
O0003412,C01078,2024-03-18,36.61,4
O0004224,C01358,2024-09-28,54.9,4
O0005800,C01849,2025-04-20,86.2,2
O0001642,C00518,2024-01-05,73.65,2
O0002663,C00860,2025-02-01,58.13,2
O0005552,C01771,2025-02-23,101.54,1
O0004066,C01299,2024-08-05,48.67,2
O0000637,C00191,2024-11-04,54.58,5
O0004535,C01464,2024-11-06,143.37,2
O0003312,C01049,2025-01-30,38.82,2
O0005001,C01601,2024-12-24,57.62,5
O0003011,C00952,2024-09-26,139.28,2
O0000557,C00167,2025-01-12,44.44,4
O0005949,C01885,2024-02-19,80.31,4
O0005609,C01790,2025-03-19,41.86,2
O0005599,C01788,2024-06-06,35.5,1
O0003233,C01023,2024-10-06,69.85,4
O0001193,C00369,2024-06-13,102.92,1
O0003909,C01244,2024-11-01,71.57,2
O0005182,C01664,2025-01-17,91.72,2
O0003453,C01093,2024-11-21,57.16,2
O0000052,C00013,2025-01-20,86.48,4
O0004514,C01458,2025-03-14,70.82,1
O0002411,C00785,2024-09-24,81.46,2
O0002248,C00726,2024-02-18,53.26,1
O0001794,C00569,2024-04-03,186.58,2
O0005498,C01747,2025-02-15,143.15,1
O0003002,C00950,2024-09-16,141.33,1
O0002460,C00801,2024-11-06,43.12,3
O0004486,C01450,2025-02-11,45.32,1
O0005549,C01769,2024-11-26,56.44,1
O0002410,C00785,2024-09-05,66.42,2
O0002257,C00728,2024-05-28,59.08,1
O0001528,C00482,2024-03-10,96.87,3
O0002092,C00667,2024-06-14,50.09,1
O0002440,C00796,2024-08-18,123.83,5
O0005176,C01661,2024-12-29,76.87,5
O0000253,C00079,2025-04-12,90.28,5
O0005610,C01791,2024-08-15,69.46,1
O0003345,C01059,2024-07-12,56.34,3
O0002902,C00929,2024-07-15,77.82,3
O0002834,C00902,2025-04-07,54.16,1
O0001557,C00488,2025-01-18,47.21,2
O0004189,C01342,2025-04-18,35.22,1
O0003348,C01059,2024-09-22,48.38,1
O0005510,C01754,2024-04-10,50.38,3
O0003481,C01104,2025-03-01,49.44,1
O0002581,C00832,2025-03-24,54.23,2
O0000438,C00131,2024-11-18,27.72,3
O0003356,C01064,2024-02-12,128.9,1
O0004000,C01278,2024-04-05,109.26,2
O0006261,C01999,2024-03-06,138.56,2
O0001556,C00488,2024-12-31,21.03,3
O0004392,C01410,2024-03-17,130.56,5
O0005497,C01747,2024-12-16,111.18,3
O0006073,C01921,2025-03-18,143.67,1
O0000914,C00272,2024-03-17,114.78,1
O0005896,C01872,2024-08-13,52.2,2
O0003133,C00992,2024-02-28,26.4,3
O0000461,C00139,2024-11-14,87.39,1
O0002794,C00897,2024-10-12,102.15,1
O0001685,C00530,2024-04-04,70.36,1
O0004160,C01334,2024-08-19,94.59,1
O0005248,C01681,2024-04-24,235.14,1
O0004380,C01408,2024-11-05,54.2,1
O0002361,C00765,2024-07-27,107.42,2
O0002853,C00910,2024-03-09,30.13,5
O0003141,C00994,2024-08-16,39.47,1
O0006046,C01915,2024-11-09,58.54,2
O0004987,C01598,2024-02-14,71.47,2
O0000896,C00263,2025-04-10,76.85,1
O0005255,C01681,2024-08-01,209.53,1
O0002994,C00948,2025-02-04,129.28,2
O0001759,C00556,2024-02-23,48.43,1
O0000147,C00051,2024-07-02,34.36,3
O0005299,C01692,2025-03-08,44.48,2
O0002234,C00719,2024-11-08,145.54,4
O0004521,C01460,2024-11-08,151.56,2
O0001379,C00437,2025-01-10,44.54,1
O0002385,C00778,2024-04-24,122.28,1
O0001252,C00390,2024-10-03,44.78,2
O0002044,C00649,2024-12-31,141.09,1
O0006255,C01997,2024-08-09,127.2,4
O0001770,C00559,2025-02-27,194.76,1
O0003366,C01067,2024-04-29,55.83,1
O0003774,C01193,2025-03-26,67.85,1
O0002025,C00642,2025-03-18,102.16,3
O0003476,C01101,2024-10-29,61.4,4
O0000641,C00191,2025-01-18,45.79,2
O0006249,C01992,2024-07-31,61.89,3
O0004374,C01406,2024-08-29,52.76,1
O0003432,C01087,2024-08-14,87.66,2
O0000205,C00068,2025-03-01,45.05,4
O0001016,C00302,2024-06-08,112.38,1
O0003397,C01077,2024-04-25,74.39,1
O0003720,C01172,2024-07-22,46.52,3
O0000291,C00088,2025-02-25,142.8,1
O0001523,C00479,2025-03-28,42.41,4
O0005604,C01789,2024-08-19,73.25,2
O0002787,C00896,2024-03-17,111.36,2
O0004724,C01515,2024-08-20,30.3,5
O0000441,C00132,2024-07-31,74.01,2
O0003618,C01138,2025-02-13,143.29,1
O0001417,C00447,2024-06-04,42.21,2
O0000118,C00037,2024-12-11,109.12,3
O0004827,C01550,2024-10-07,78.88,2
O0004711,C01513,2024-04-09,20.49,1
O0003386,C01073,2024-09-02,66.72,2
O0000076,C00022,2024-11-10,63.96,1
O0001903,C00596,2024-11-02,83.58,2
O0004947,C01587,2024-04-22,91.36,2
O0004808,C01542,2024-11-04,29.94,2
O0003970,C01268,2024-05-31,58.25,4
O0001011,C00301,2024-07-20,38.98,4
O0006242,C01987,2025-02-25,132.38,2
O0005452,C01731,2025-02-11,89.84,1
O0004448,C01440,2024-03-30,70.85,3
O0003093,C00979,2024-03-23,62.81,1
O0001742,C00550,2024-04-20,42.8,1
O0002051,C00651,2025-01-12,29.53,2
O0003648,C01147,2024-09-20,64.71,1
O0004059,C01298,2024-04-29,107.25,1
O0005871,C01868,2024-08-16,83.86,1
O0003088,C00976,2025-02-01,44.89,1
O0002307,C00744,2024-05-02,63.82,1
O0004283,C01384,2024-05-24,50.58,1
O0000408,C00124,2024-08-18,65.38,2
O0002120,C00682,2024-12-08,73.21,3
O0005715,C01825,2024-04-11,57.32,2
O0001396,C00444,2024-10-05,92.82,2
O0002930,C00934,2024-08-04,33.13,4
O0004574,C01475,2024-09-21,107.63,4
O0002912,C00929,2025-04-06,61.2,3
O0004980,C01596,2025-04-16,69.17,3
O0002736,C00878,2024-04-11,41.78,4
O0003734,C01176,2025-03-10,154.33,1
O0000157,C00054,2024-08-22,32.82,3
O0002458,C00801,2024-08-26,33.2,1
O0002879,C00920,2025-03-13,108.33,4
O0002323,C00749,2024-12-17,155.05,1
O0005960,C01890,2025-03-15,47.46,4
O0004368,C01402,2024-09-17,16.97,1
O0001033,C00309,2025-03-23,65.68,1
O0005936,C01883,2024-03-08,30.1,1
O0002069,C00660,2024-11-25,96.28,3
O0002512,C00814,2024-05-11,79.45,1
O0003006,C00950,2025-03-14,123.65,4
O0005386,C01717,2024-06-15,49.85,2
O0002332,C00754,2024-10-06,171.28,4
O0005380,C01716,2024-11-01,66.98,3
O0000787,C00232,2024-09-26,44.12,1
O0005173,C01661,2024-09-10,42.98,1
O0001114,C00341,2024-06-24,22.72,4
O0002532,C00818,2024-12-21,37.76,2
O0003647,C01147,2024-08-17,79.37,3
O0002939,C00934,2025-02-22,54.85,1
O0005442,C01730,2024-10-10,72.15,5
O0002553,C00824,2025-04-10,73.39,1
O0005217,C01672,2025-03-12,61.57,1
O0003848,C01221,2024-10-25,98.22,2
O0003946,C01262,2024-09-04,131.15,1
O0004517,C01459,2024-08-18,100.15,1
O0002130,C00683,2025-03-23,122.39,3
O0000011,C00003,2025-01-03,92.95,3
O0006259,C01998,2024-03-03,137.85,1
O0003334,C01054,2024-12-12,59.41,5
O0001668,C00525,2024-11-23,101.31,1
O0002550,C00824,2025-02-13,137.0,1
O0001658,C00524,2024-05-23,36.97,4
O0003936,C01258,2024-12-06,65.91,1
O0004001,C01279,2024-10-25,64.63,1
O0003870,C01228,2024-02-14,56.97,2
O0003465,C01099,2024-05-23,38.4,3
O0001632,C00516,2024-10-30,101.82,1
O0003424,C01085,2024-06-30,81.35,3
O0005163,C01657,2024-06-04,35.79,1
O0002925,C00932,2025-03-12,41.77,5
O0002322,C00748,2024-08-15,26.78,1
O0003213,C01017,2025-01-12,128.52,1
O0004150,C01331,2024-10-12,63.14,3
O0004234,C01364,2024-08-13,38.36,1
O0003630,C01143,2024-12-17,106.71,1
O0006072,C01921,2025-03-13,156.06,1
O0002404,C00783,2024-04-24,162.39,3
O0001570,C00494,2024-08-02,35.23,2
O0003563,C01127,2024-05-18,77.17,1
O0002579,C00830,2024-08-18,72.23,1
O0002766,C00887,2024-12-04,117.69,3
O0002938,C00934,2025-02-12,73.89,2
O0003788,C01197,2024-10-22,69.84,3
O0002203,C00704,2024-05-28,33.28,2
O0006204,C01973,2024-03-24,62.84,2
O0002473,C00805,2024-06-12,75.28,1
O0006056,C01916,2025-03-11,109.99,1
O0003568,C01129,2024-06-20,81.87,1
O0000514,C00158,2024-10-13,104.4,1
O0001440,C00453,2025-01-30,121.36,1
O0005926,C01877,2025-04-08,75.3,1
O0002585,C00833,2024-10-04,38.02,1
O0004388,C01409,2024-10-25,87.15,1
O0003285,C01038,2024-03-01,104.93,4
O0005121,C01645,2024-08-18,60.37,2
O0004501,C01454,2024-08-28,86.7,1
O0003009,C00952,2024-08-28,108.27,1
O0004479,C01449,2024-02-29,27.07,3
O0003019,C00955,2024-01-18,88.6,1
O0003705,C01167,2024-04-13,106.69,3
O0000326,C00099,2024-08-18,84.3,2
O0000811,C00242,2024-03-10,74.57,2
O0004192,C01343,2024-12-15,20.1,3
O0004976,C01594,2024-08-22,104.95,1
O0000740,C00218,2024-06-24,43.27,1
O0004882,C01569,2025-03-18,54.42,1
O0004813,C01544,2025-03-31,43.46,4
O0002325,C00750,2024-03-14,31.75,1
O0000837,C00248,2024-06-14,87.83,2
O0003894,C01239,2025-01-18,20.55,1
O0004341,C01398,2024-04-13,112.2,1
O0006271,C01485,2025-03-29,35.02,1
O0004333,C01395,2024-06-22,56.42,4
O0003018,C00953,2024-05-29,40.41,1
O0003305,C01047,2024-05-06,73.43,2
O0004092,C01306,2024-03-28,48.48,2
O0005412,C01721,2025-04-01,94.28,1
O0006195,C01968,2024-08-25,69.59,2
O0001522,C00478,2024-11-25,86.48,4
O0001278,C00399,2025-01-19,79.22,3
O0000958,C00286,2025-04-17,280.69,1
O0004439,C01436,2024-11-15,90.5,2
O0003212,C01017,2024-11-26,109.09,1
O0000546,C00166,2024-06-05,74.11,4
O0004727,C01515,2024-10-28,29.67,5
O0000070,C00018,2025-01-26,109.09,1
O0000460,C00139,2024-10-25,55.19,2
O0004884,C01570,2024-11-23,59.03,1
O0000100,C00027,2024-10-11,70.2,3
O0003433,C01087,2024-09-27,154.24,1
O0006265,C02000,2024-10-01,136.9,3
O0003495,C01109,2024-01-29,98.9,5
O0003814,C01204,2024-08-25,214.87,2
O0002793,C00897,2024-10-10,141.91,2
O0000711,C00210,2025-01-22,119.04,1
O0003548,C01125,2024-10-30,64.74,2
O0002963,C00942,2024-10-05,68.75,2
O0001503,C00473,2025-01-19,56.75,2
O0000154,C00053,2024-12-04,129.87,5
O0002546,C00823,2025-02-15,100.69,1
O0004422,C01424,2024-05-15,61.83,1
O0005597,C01786,2024-01-17,82.31,1
O0000635,C00191,2024-10-18,74.42,2
O0005630,C01798,2025-04-05,44.51,5
O0005671,C01811,2024-03-13,86.4,1
O0000932,C00277,2024-01-04,38.72,2
O0000345,C00105,2024-01-05,65.13,1
O0002156,C00691,2024-07-21,145.28,1
O0004792,C01540,2024-05-06,87.49,3
O0005564,C01775,2024-02-08,29.5,1
O0000420,C00124,2025-03-21,124.86,1
O0005814,C01852,2024-02-06,93.07,2
O0004089,C01305,2025-03-23,47.31,3
O0002829,C00900,2025-02-28,79.23,5
O0004627,C01488,2024-12-07,54.97,1
O0002684,C00863,2025-01-18,24.25,3
O0002096,C00668,2024-07-21,40.59,2
O0003682,C01158,2025-03-04,48.93,1
O0002702,C00866,2024-09-16,47.04,3
O0004798,C01540,2024-10-09,63.9,1
O0001767,C00559,2025-01-24,89.68,2
O0003587,C01135,2024-04-14,67.67,2
O0005618,C01794,2024-04-02,91.29,3
O0004208,C01350,2024-08-10,100.13,4
O0004375,C01406,2024-11-02,27.16,2
O0001429,C00449,2024-11-05,48.79,2
O0000423,C00125,2025-01-26,103.79,3
O0002169,C00694,2024-04-13,16.95,1
O0006069,C01920,2024-07-23,60.83,3
O0005826,C01857,2024-08-03,131.48,2
O0003351,C01059,2025-02-03,26.35,4
O0000480,C00146,2025-03-25,200.1,1
O0001825,C00576,2024-06-19,73.54,1
O0002495,C00812,2024-10-18,88.88,1
O0000629,C00189,2024-11-12,43.27,3
O0003792,C01197,2025-04-17,79.64,1
O0001553,C00487,2024-08-03,61.62,4
O0006074,C01922,2025-03-24,63.16,1
O0000616,C00182,2024-12-09,27.46,1
O0002359,C00763,2024-12-13,76.13,2
O0005520,C01757,2025-03-01,63.43,3
O0000648,C00193,2025-01-06,77.13,3
O0000874,C00256,2024-11-15,35.02,2
O0006244,C01989,2024-07-18,71.58,2
O0000924,C00275,2024-05-28,111.8,4
O0001412,C00445,2025-04-26,139.14,1
O0001593,C00503,2024-06-25,59.68,1
O0001982,C00626,2024-04-01,48.28,3
O0001808,C00572,2025-01-21,87.92,1
O0002367,C00768,2025-03-18,126.11,2
O0005039,C01614,2024-05-07,54.71,2
O0005502,C01749,2024-02-11,103.64,1
O0000458,C00139,2024-09-21,110.89,4
O0003531,C01120,2024-09-12,41.95,3
O0001125,C00341,2025-03-30,40.36,5
O0006132,C01942,2024-02-13,40.03,2
O0003824,C01208,2025-02-26,124.15,1
O0004009,C01281,2025-03-09,36.08,1
O0005057,C01623,2024-07-20,66.29,3
O0002697,C00865,2024-09-11,66.61,1
O0005224,C01674,2025-01-26,120.85,3
O0004245,C01365,2024-12-23,79.78,3
O0000688,C00206,2024-12-03,72.03,2
O0002498,C00813,2024-08-02,72.54,3
O0005326,C01700,2024-08-08,65.57,3
O0002403,C00783,2024-04-01,172.97,1
O0001655,C00523,2024-01-16,118.09,1
O0004166,C01335,2024-08-06,43.1,4
O0004771,C01529,2025-02-27,64.15,1
O0002220,C00713,2024-04-28,112.03,1
O0006134,C01945,2024-07-21,60.55,3
O0003607,C01138,2024-04-21,149.9,2
O0002031,C00643,2024-02-21,103.05,1
O0002226,C00714,2024-07-02,52.46,1
O0000947,C00282,2024-03-12,51.94,1
O0005615,C01792,2024-07-04,112.54,1
O0002278,C00736,2024-03-26,124.1,2
O0005656,C01805,2025-02-11,161.69,4
O0002148,C00690,2024-10-10,90.81,2
O0000193,C00066,2025-02-11,41.96,2
O0002770,C00888,2024-07-15,116.88,2
O0000335,C00102,2024-11-30,107.66,1
O0001518,C00477,2025-03-14,68.12,5
O0002802,C00898,2024-07-01,185.43,1
O0003930,C01254,2024-02-28,22.38,1
O0002548,C00824,2024-10-17,101.71,2
O0003042,C00965,2024-09-03,79.23,1
O0006087,C01927,2024-06-01,79.84,2
O0003400,C01077,2024-08-08,106.42,3
O0002371,C00771,2024-05-21,58.55,2
O0004858,C01559,2024-12-30,87.45,1
O0005551,C01770,2024-02-29,96.96,1
O0003198,C01012,2024-10-10,68.22,1
O0005742,C01837,2025-02-25,47.13,1
O0002417,C00788,2025-02-28,53.67,1
O0005363,C01710,2024-09-13,73.71,4
O0000700,C00207,2025-03-13,57.15,1
O0001486,C00466,2024-09-27,83.43,4
O0004527,C01462,2025-04-18,78.72,4
O0001225,C00382,2024-08-06,49.69,3
O0006007,C01908,2025-02-12,66.84,4
O0002854,C00910,2024-04-21,26.85,1
O0002368,C00769,2024-09-30,39.65,1
O0001311,C00418,2024-09-15,50.67,2
O0006169,C01959,2024-03-17,49.7,4
O0001321,C00420,2025-01-19,130.72,1
O0002035,C00645,2024-06-30,45.96,1
O0005233,C01676,2025-03-15,121.87,1
O0001818,C00575,2024-04-21,128.2,2
O0005282,C01689,2024-12-14,141.43,2
O0001002,C00299,2024-08-11,55.15,4
O0002561,C00826,2025-02-09,36.94,4
