transaction_id,date,store_id,product_id,quantity,unit_price
T014855,2024-04-18 11:13:00,S01,P016,1,2.0
T001620,2024-01-13 09:44:00,S02,P005,1,4.75
T011845,2024-03-28 07:09:00,S02,P005,1,4.75
T010400,2024-03-17 07:28:00,S03,P010,1,5.25
T016331,2024-04-28 12:37:00,S01,P004,2,4.25
T004361,2024-02-03 10:28:00,S01,P003,2,4.5
T002649,2024-01-20 09:13:00,S03,P010,1,5.25
T006540,2024-02-19 07:26:00,S01,P012,1,3.5
T008007,2024-03-01 08:24:00,S01,P001,1,3.0
T005301,2024-02-10 08:45:00,S01,P002,1,3.5
T001635,2024-01-13 07:57:00,S02,P015,1,4.25
T015523,2024-04-22 09:41:00,S02,P013,1,2.75
T003482,2024-01-27 12:56:00,S02,P017,1,8.5
T014717,2024-04-17 12:51:00,S01,P014,2,3.95
T010323,2024-03-17 09:38:00,S02,P003,1,4.5
T006523,2024-02-18 13:34:00,S03,P012,1,3.5
T006789,2024-02-21 12:06:00,S01,P018,3,7.95
T004739,2024-02-05 13:03:00,S01,P002,1,3.5
T006395,2024-02-18 16:13:00,S01,P004,1,4.25
T003040,2024-01-23 13:51:00,S03,P002,1,3.5
T008855,2024-03-06 08:45:00,S03,P010,1,5.25
T007014,2024-02-23 09:26:00,S01,P002,2,3.5
T010632,2024-03-19 09:54:00,S03,P002,1,3.5
T004256,2024-02-02 12:22:00,S01,P001,1,3.0
T009142,2024-03-09 17:19:00,S01,P003,1,4.5
T007472,2024-02-26 13:45:00,S01,P018,2,7.95
T007899,2024-02-29 08:10:00,S02,P011,1,3.75
T002938,2024-01-23 09:37:00,S01,P004,2,4.25
T007844,2024-02-28 14:29:00,S03,P017,1,8.5
T010554,2024-03-18 08:18:00,S03,P001,3,3.0
T011730,2024-03-27 15:07:00,S03,P015,1,4.25
T009179,2024-03-09 13:18:00,S02,P003,1,4.5
T013337,2024-04-07 12:18:00,S02,P007,1,3.25
T004625,2024-02-04 13:54:00,S02,P003,2,4.5
T008042,2024-03-01 09:27:00,S02,P003,3,4.5
T009359,2024-03-10 14:12:00,S02,P006,1,5.0
T014122,2024-04-13 13:35:00,S01,P006,1,5.0
T001900,2024-01-15 12:39:00,S01,P005,1,4.75
T015271,2024-04-20 10:50:00,S03,P006,1,5.0
T001011,2024-01-08 13:17:00,S02,P005,1,4.75
T006013,2024-02-15 12:48:00,S01,P005,2,4.75
T014358,2024-04-14 13:45:00,S02,P010,2,5.25
T009555,2024-03-11 08:27:00,S02,P004,1,4.25
T010667,2024-03-19 16:07:00,S03,P007,1,3.25
T012101,2024-03-30 14:22:00,S01,P012,1,3.5
T000574,2024-01-05 07:24:00,S02,P010,1,5.25
T001204,2024-01-10 09:18:00,S01,P005,3,4.75
T004824,2024-02-06 09:43:00,S01,P004,3,4.25
T002963,2024-01-23 07:13:00,S02,P005,1,4.75
T006927,2024-02-22 13:05:00,S01,P005,1,4.75
T001696,2024-01-13 14:00:00,S03,P002,1,3.5
T012614,2024-04-02 10:37:00,S03,P006,3,5.0
T010555,2024-03-18 10:12:00,S03,P001,1,3.0
T013798,2024-04-10 08:03:00,S03,P018,1,7.95
T010926,2024-03-22 10:10:00,S01,P015,1,4.25
T012647,2024-04-02 12:16:00,S03,P001,2,3.0
T010939,2024-03-22 09:53:00,S01,P003,1,4.5
T015033,2024-04-19 13:53:00,S02,P014,1,3.95
T008281,2024-03-02 12:30:00,S03,P013,1,2.75
T001516,2024-01-12 13:07:00,S03,P001,1,3.0
T002691,2024-01-21 13:15:00,S01,P001,1,3.0
T003432,2024-01-27 17:03:00,S01,P011,1,3.75
T000588,2024-01-05 12:16:00,S03,P013,1,2.75
T007199,2024-02-24 09:09:00,S02,P015,1,4.25
T000253,2024-01-02 15:06:00,S03,P003,1,4.5
T014641,2024-04-16 11:50:00,S02,P012,1,3.5
T011052,2024-03-22 13:59:00,S03,P018,1,7.95
T013919,2024-04-11 08:40:00,S03,P006,1,5.0
T001434,2024-01-12 09:20:00,S01,P002,2,3.5
T002931,2024-01-23 13:07:00,S01,P018,2,7.95
T000112,2024-01-01 10:37:00,S03,P009,1,3.25
T011267,2024-03-24 10:06:00,S01,P013,3,2.75
T003570,2024-01-28 09:05:00,S01,P015,2,4.25
T007400,2024-02-25 08:37:00,S02,P009,1,3.25
T006983,2024-02-22 15:55:00,S03,P014,1,3.95
T003261,2024-01-25 08:20:00,S03,P006,1,5.0
T001673,2024-01-13 08:37:00,S03,P009,1,3.25
T002536,2024-01-20 15:02:00,S01,P003,1,4.5
T010799,2024-03-21 11:58:00,S01,P004,1,4.25
T001495,2024-01-12 08:46:00,S02,P011,3,3.75
T000480,2024-01-04 12:53:00,S03,P005,1,4.75
T012818,2024-04-04 12:17:00,S01,P003,1,4.5
T004272,2024-02-02 08:25:00,S02,P004,1,4.25
T015982,2024-04-25 08:44:00,S03,P001,1,3.0
T008997,2024-03-07 13:57:00,S03,P016,1,2.0
T004283,2024-02-02 15:34:00,S02,P004,1,4.25
T010881,2024-03-21 14:35:00,S03,P010,1,5.25
T009647,2024-03-12 11:08:00,S01,P005,1,4.75
T002096,2024-01-16 12:58:00,S02,P014,1,3.95
T011972,2024-03-29 12:16:00,S02,P005,1,4.75
T016436,2024-04-28 07:23:00,S03,P010,1,5.25
T000250,2024-01-02 12:10:00,S03,P001,2,3.0
T016376,2024-04-28 10:13:00,S02,P006,1,5.0
T003847,2024-01-30 14:12:00,S01,P008,1,4.5
T009136,2024-03-09 09:56:00,S01,P010,1,5.25
T007614,2024-02-27 07:16:00,S01,P002,1,3.5
T013097,2024-04-06 12:04:00,S01,P004,2,4.25
T010568,2024-03-19 12:35:00,S01,P011,2,3.75
T013284,2024-04-07 12:37:00,S01,P004,2,4.25
T002174,2024-01-17 08:42:00,S01,P011,1,3.75
T002205,2024-01-17 07:23:00,S02,P006,1,5.0
T007909,2024-02-29 11:34:00,S02,P004,1,4.25
T014772,2024-04-17 17:46:00,S02,P018,1,7.95
T004995,2024-02-07 07:08:00,S02,P001,1,3.0
T011332,2024-03-24 16:53:00,S03,P002,1,3.5
T010961,2024-03-22 07:27:00,S01,P006,2,5.0
T002779,2024-01-21 15:33:00,S03,P005,1,4.75
T003991,2024-01-31 09:23:00,S01,P003,1,4.5
T008522,2024-03-04 16:47:00,S02,P015,1,4.25
T000794,2024-01-07 07:25:00,S01,P014,1,3.95
T000046,2024-01-01 07:04:00,S02,P015,2,4.25
T008546,2024-03-04 17:06:00,S02,P002,1,3.5
T015911,2024-04-25 15:53:00,S02,P001,1,3.0
T002675,2024-01-21 10:08:00,S01,P004,1,4.25
T004152,2024-02-01 12:52:00,S02,P008,2,4.5
T006549,2024-02-19 17:46:00,S01,P007,2,3.25
T004172,2024-02-01 08:49:00,S02,P005,1,4.75
T005836,2024-02-13 07:09:00,S03,P012,1,3.5
T003794,2024-01-29 13:56:00,S02,P015,2,4.25
T014141,2024-04-13 09:36:00,S01,P006,1,5.0
T015121,2024-04-19 09:25:00,S03,P003,2,4.5
T012011,2024-03-29 11:52:00,S03,P004,1,4.25
T000199,2024-01-02 07:50:00,S02,P004,1,4.25
T011637,2024-03-26 08:05:00,S03,P003,1,4.5
T002645,2024-01-20 14:28:00,S03,P003,1,4.5
T010716,2024-03-20 18:22:00,S02,P007,1,3.25
T014952,2024-04-18 11:13:00,S03,P006,1,5.0
T003732,2024-01-29 17:31:00,S01,P004,1,4.25
T009558,2024-03-11 07:45:00,S02,P018,3,7.95
T004394,2024-02-03 11:49:00,S01,P015,1,4.25
T002950,2024-01-23 08:29:00,S01,P016,1,2.0
T005856,2024-02-13 12:07:00,S03,P012,2,3.5
T008797,2024-03-06 12:04:00,S02,P013,1,2.75
T001192,2024-01-10 11:54:00,S01,P005,1,4.75
T000861,2024-01-07 09:24:00,S02,P005,1,4.75
T012772,2024-04-03 09:16:00,S03,P014,1,3.95
T007187,2024-02-24 14:05:00,S01,P012,1,3.5
T011242,2024-03-24 13:24:00,S01,P011,1,3.75
T007536,2024-02-26 09:48:00,S02,P005,1,4.75
T010884,2024-03-21 09:46:00,S03,P006,1,5.0
T004357,2024-02-03 11:54:00,S01,P013,1,2.75
T014413,2024-04-14 08:50:00,S03,P006,1,5.0
T015827,2024-04-24 13:25:00,S03,P005,1,4.75
T002747,2024-01-21 10:20:00,S02,P006,1,5.0
T002865,2024-01-22 07:00:00,S02,P005,3,4.75
T014081,2024-04-12 12:53:00,S03,P014,1,3.95
T004598,2024-02-04 08:33:00,S02,P017,1,8.5
T002118,2024-01-16 16:23:00,S03,P004,1,4.25
T004509,2024-02-03 14:52:00,S03,P007,2,3.25
T002825,2024-01-22 13:35:00,S01,P006,1,5.0
T010025,2024-03-15 10:18:00,S01,P016,2,2.0
T007784,2024-02-28 08:58:00,S02,P004,1,4.25
T002263,2024-01-17 09:20:00,S03,P013,2,2.75
T013534,2024-04-08 11:02:00,S03,P011,1,3.75
T010694,2024-03-20 09:32:00,S01,P005,1,4.75
T010764,2024-03-20 16:47:00,S03,P004,1,4.25
T015904,2024-04-25 07:31:00,S02,P002,2,3.5
T006593,2024-02-19 10:53:00,S02,P005,1,4.75
T014243,2024-04-13 16:14:00,S03,P002,1,3.5
T007107,2024-02-23 08:37:00,S03,P002,1,3.5
T007700,2024-02-27 07:08:00,S03,P002,1,3.5
T002667,2024-01-21 14:39:00,S01,P002,1,3.5
T007517,2024-02-26 07:31:00,S02,P012,1,3.5
T003774,2024-01-29 10:48:00,S02,P005,2,4.75
T006743,2024-02-20 12:49:00,S03,P014,1,3.95
T007124,2024-02-23 12:03:00,S03,P012,1,3.5
T007066,2024-02-23 07:31:00,S02,P004,2,4.25
T001173,2024-01-10 08:47:00,S01,P011,2,3.75
T007915,2024-02-29 14:09:00,S02,P015,1,4.25
T010602,2024-03-19 11:48:00,S02,P005,3,4.75
T015383,2024-04-21 08:53:00,S02,P008,1,4.5
T006725,2024-02-20 13:36:00,S03,P007,1,3.25
T004508,2024-02-03 12:02:00,S03,P014,1,3.95
T010715,2024-03-20 12:53:00,S02,P002,1,3.5
T000994,2024-01-08 14:52:00,S02,P003,1,4.5
T006377,2024-02-17 10:44:00,S03,P006,3,5.0
T007000,2024-02-22 10:19:00,S03,P017,2,8.5
T007962,2024-02-29 07:52:00,S03,P013,1,2.75
T009614,2024-03-11 10:54:00,S03,P012,1,3.5
T005321,2024-02-10 18:31:00,S01,P013,1,2.75
T013017,2024-04-05 11:45:00,S03,P002,2,3.5
T006458,2024-02-18 08:42:00,S02,P006,1,5.0
T006217,2024-02-17 12:31:00,S01,P005,1,4.75
T016591,2024-04-29 15:33:00,S03,P011,1,3.75
T013200,2024-04-06 08:51:00,S03,P016,3,2.0
T008426,2024-03-03 10:02:00,S03,P014,1,3.95
T011873,2024-03-28 11:48:00,S03,P003,2,4.5
T008160,2024-03-02 17:50:00,S01,P001,1,3.0
T013093,2024-04-06 08:09:00,S01,P003,1,4.5
T006807,2024-02-21 15:32:00,S02,P002,1,3.5
T003652,2024-01-28 17:21:00,S02,P002,1,3.5
T009252,2024-03-09 10:56:00,S03,P015,1,4.25
T012799,2024-04-03 09:16:00,S03,P007,1,3.25
T011530,2024-03-26 09:58:00,S01,P005,1,4.75
T010732,2024-03-20 12:49:00,S02,P007,1,3.25
T005476,2024-02-11 08:48:00,S01,P003,1,4.5
T005230,2024-02-09 12:34:00,S02,P009,1,3.25
T008538,2024-03-04 08:12:00,S02,P004,2,4.25
T006439,2024-02-18 10:26:00,S02,P013,1,2.75
T009705,2024-03-12 13:19:00,S03,P005,1,4.75
T016013,2024-04-26 09:06:00,S01,P004,1,4.25
T013220,2024-04-06 13:29:00,S03,P004,1,4.25
T008890,2024-03-07 11:35:00,S01,P002,1,3.5
T000234,2024-01-02 09:06:00,S03,P014,1,3.95
T004834,2024-02-06 14:14:00,S01,P011,1,3.75
T014926,2024-04-18 09:07:00,S02,P004,1,4.25
T008301,2024-03-03 10:26:00,S01,P007,1,3.25
T009571,2024-03-11 09:35:00,S02,P003,1,4.5
T012731,2024-04-03 13:25:00,S02,P011,1,3.75
T016242,2024-04-27 13:13:00,S03,P010,1,5.25
T004171,2024-02-01 08:01:00,S02,P018,1,7.95
T009813,2024-03-13 13:16:00,S02,P014,1,3.95
T005340,2024-02-10 13:33:00,S01,P006,1,5.0
T008785,2024-03-06 11:28:00,S02,P004,1,4.25
T013505,2024-04-08 17:09:00,S03,P013,3,2.75
T000261,2024-01-02 07:50:00,S03,P006,1,5.0
T012836,2024-04-04 10:59:00,S01,P012,1,3.5
T001882,2024-01-15 10:02:00,S01,P006,3,5.0
T010350,2024-03-17 15:32:00,S02,P002,2,3.5
T010213,2024-03-16 10:31:00,S02,P017,1,8.5
T010841,2024-03-21 10:53:00,S02,P016,1,2.0
T012420,2024-04-01 07:43:00,S01,P005,1,4.75
T009900,2024-03-14 13:34:00,S01,P015,1,4.25
T015243,2024-04-20 14:07:00,S03,P015,3,4.25
T015992,2024-04-26 09:02:00,S01,P003,1,4.5
T005315,2024-02-10 17:59:00,S01,P004,1,4.25
T014686,2024-04-16 12:38:00,S03,P018,1,7.95
T004467,2024-02-03 08:27:00,S02,P014,1,3.95
T003475,2024-01-27 08:11:00,S02,P015,1,4.25
T012904,2024-04-04 13:28:00,S03,P007,1,3.25
T003357,2024-01-26 07:17:00,S02,P002,1,3.5
T016051,2024-04-26 07:28:00,S02,P005,1,4.75
T002432,2024-01-19 08:28:00,S01,P015,1,4.25
T013507,2024-04-08 09:49:00,S03,P014,1,3.95
T003354,2024-01-26 08:52:00,S02,P003,3,4.5
T000137,2024-01-02 15:53:00,S01,P005,1,4.75
T011317,2024-03-24 10:09:00,S02,P014,1,3.95
T002543,2024-01-20 12:15:00,S01,P003,1,4.5
T005676,2024-02-12 08:49:00,S02,P001,1,3.0
T000348,2024-01-03 10:40:00,S03,P004,1,4.25
T008028,2024-03-01 08:43:00,S02,P003,1,4.5
T000527,2024-01-05 12:36:00,S01,P001,1,3.0
T011044,2024-03-22 08:20:00,S03,P008,2,4.5
T006019,2024-02-15 07:08:00,S02,P003,1,4.5
T001479,2024-01-12 11:03:00,S02,P001,1,3.0
T012041,2024-03-29 10:49:00,S03,P004,1,4.25
T012623,2024-04-02 07:19:00,S03,P010,1,5.25
T006994,2024-02-22 18:17:00,S03,P004,2,4.25
T003071,2024-01-24 11:40:00,S01,P003,1,4.5
T006919,2024-02-22 08:03:00,S01,P008,1,4.5
T011634,2024-03-26 11:49:00,S03,P015,1,4.25
T014539,2024-04-15 08:47:00,S03,P006,1,5.0
T006284,2024-02-17 12:25:00,S02,P011,1,3.75
T009125,2024-03-08 10:36:00,S03,P002,1,3.5
T006344,2024-02-17 08:07:00,S03,P018,1,7.95
T005367,2024-02-10 13:55:00,S02,P017,2,8.5
T006574,2024-02-19 15:04:00,S02,P002,1,3.5
T009307,2024-03-10 12:00:00,S01,P004,1,4.25
T010550,2024-03-18 07:39:00,S03,P006,1,5.0
T005053,2024-02-07 14:09:00,S03,P015,2,4.25
T013525,2024-04-08 09:34:00,S03,P005,1,4.75
T003621,2024-01-28 15:40:00,S02,P015,3,4.25
T014454,2024-04-15 08:05:00,S01,P001,1,3.0
T012511,2024-04-01 12:30:00,S03,P008,1,4.5
T000472,2024-01-04 08:35:00,S03,P004,1,4.25
T015602,2024-04-23 12:19:00,S01,P015,2,4.25
T007429,2024-02-25 10:30:00,S03,P008,1,4.5
T014099,2024-04-13 12:04:00,S01,P018,3,7.95
T005177,2024-02-08 14:17:00,S03,P004,1,4.25
T003851,2024-01-30 07:54:00,S01,P003,1,4.5
T004753,2024-02-05 12:46:00,S02,P007,1,3.25
T001055,2024-01-09 13:53:00,S01,P002,1,3.5
T001771,2024-01-14 12:17:00,S02,P001,2,3.0
T002922,2024-01-23 16:38:00,S01,P012,2,3.5
T009881,2024-03-14 10:04:00,S01,P008,3,4.5
T002447,2024-01-19 09:54:00,S02,P003,1,4.5
T016002,2024-04-26 09:01:00,S01,P002,1,3.5
T001982,2024-01-15 07:10:00,S03,P016,1,2.0
T011243,2024-03-24 12:48:00,S01,P013,1,2.75
T003522,2024-01-27 16:26:00,S03,P014,1,3.95
T013322,2024-04-07 15:47:00,S02,P017,1,8.5
T001348,2024-01-11 08:08:00,S02,P007,1,3.25
T015594,2024-04-22 12:52:00,S03,P003,1,4.5
T007833,2024-02-28 18:06:00,S03,P010,1,5.25
T002646,2024-01-20 11:37:00,S03,P006,1,5.0
T006179,2024-02-16 08:40:00,S03,P012,1,3.5
T016707,2024-04-30 07:44:00,S03,P017,2,8.5
T001098,2024-01-09 08:36:00,S02,P010,3,5.25
T010518,2024-03-18 12:17:00,S02,P010,1,5.25
T011585,2024-03-26 13:16:00,S02,P008,1,4.5
T009707,2024-03-12 10:18:00,S03,P008,1,4.5
T003520,2024-01-27 10:45:00,S03,P014,2,3.95
T000083,2024-01-01 12:16:00,S02,P003,1,4.5
T013086,2024-04-06 13:14:00,S01,P002,1,3.5
T000581,2024-01-05 12:19:00,S03,P004,1,4.25
T015446,2024-04-21 08:14:00,S03,P012,1,3.5
T007368,2024-02-25 11:36:00,S02,P006,1,5.0
T000703,2024-01-06 15:08:00,S02,P011,1,3.75
T001271,2024-01-10 13:09:00,S03,P010,1,5.25
T014341,2024-04-14 07:44:00,S02,P010,1,5.25
T012691,2024-04-03 14:32:00,S01,P004,1,4.25
T013488,2024-04-08 14:38:00,S02,P009,1,3.25
T014690,2024-04-16 08:21:00,S03,P015,1,4.25
T007860,2024-02-29 07:07:00,S01,P006,1,5.0
T012523,2024-04-01 14:47:00,S03,P002,1,3.5
T011609,2024-03-26 10:48:00,S03,P003,2,4.5
T004654,2024-02-04 18:17:00,S03,P004,2,4.25
T002620,2024-01-20 09:49:00,S03,P013,1,2.75
T004338,2024-02-02 09:24:00,S03,P016,1,2.0
T010475,2024-03-18 10:08:00,S02,P005,1,4.75
T002062,2024-01-16 10:51:00,S02,P001,1,3.0
T011416,2024-03-25 08:04:00,S01,P006,1,5.0
T012851,2024-04-04 07:22:00,S02,P018,1,7.95
T009155,2024-03-09 11:37:00,S01,P003,1,4.5
T010737,2024-03-20 13:14:00,S02,P006,3,5.0
T004110,2024-02-01 07:01:00,S01,P012,1,3.5
T012561,2024-04-02 12:36:00,S01,P008,1,4.5
T002366,2024-01-18 13:42:00,S03,P002,1,3.5
T014634,2024-04-16 12:16:00,S02,P006,1,5.0
T010098,2024-03-15 13:10:00,S03,P010,1,5.25
T005969,2024-02-14 12:58:00,S03,P002,1,3.5
T001358,2024-01-11 09:36:00,S02,P008,1,4.5
T013991,2024-04-12 09:46:00,S01,P015,1,4.25
T014071,2024-04-12 09:54:00,S03,P014,1,3.95
T005611,2024-02-11 07:06:00,S03,P006,1,5.0
T001276,2024-01-10 12:03:00,S03,P005,1,4.75
T001235,2024-01-10 07:08:00,S02,P004,1,4.25
T013541,2024-04-09 08:29:00,S01,P005,1,4.75
T011680,2024-03-27 10:29:00,S02,P002,1,3.5
T007942,2024-02-29 07:43:00,S03,P003,2,4.5
T005042,2024-02-07 13:13:00,S03,P018,1,7.95
T007862,2024-02-29 09:17:00,S01,P013,1,2.75
T007085,2024-02-23 17:21:00,S02,P005,1,4.75
T012909,2024-04-04 11:04:00,S03,P001,1,3.0
T010848,2024-03-21 15:31:00,S02,P001,1,3.0
T013445,2024-04-08 08:19:00,S02,P009,1,3.25
T010260,2024-03-16 12:00:00,S03,P001,1,3.0
T001747,2024-01-14 16:24:00,S01,P005,2,4.75
T013791,2024-04-10 11:47:00,S03,P004,1,4.25
T006603,2024-02-19 12:04:00,S02,P012,1,3.5
T012381,2024-03-31 09:29:00,S03,P005,1,4.75
T009730,2024-03-12 15:47:00,S03,P002,1,3.5
T004831,2024-02-06 09:33:00,S01,P003,1,4.5
T014518,2024-04-15 09:48:00,S02,P015,1,4.25
T013382,2024-04-07 10:30:00,S03,P002,1,3.5
T004196,2024-02-01 09:03:00,S03,P013,1,2.75
T011642,2024-03-26 11:00:00,S03,P012,1,3.5
T007477,2024-02-26 10:50:00,S01,P001,1,3.0
T008112,2024-03-01 15:27:00,S03,P008,1,4.5
T007355,2024-02-25 14:29:00,S01,P011,1,3.75
T012045,2024-03-30 12:51:00,S01,P006,1,5.0
T014388,2024-04-14 12:37:00,S03,P002,1,3.5
T006034,2024-02-15 08:01:00,S02,P008,1,4.5
T015037,2024-04-19 12:45:00,S02,P010,1,5.25
T011426,2024-03-25 08:12:00,S02,P006,1,5.0
T002394,2024-01-18 09:06:00,S03,P006,1,5.0
T011312,2024-03-24 11:03:00,S02,P001,1,3.0
T015948,2024-04-25 07:03:00,S03,P010,2,5.25
T009655,2024-03-12 16:59:00,S01,P004,1,4.25
T015693,2024-04-23 08:39:00,S03,P002,1,3.5
T015535,2024-04-22 07:27:00,S02,P004,2,4.25
T002295,2024-01-18 12:50:00,S01,P002,1,3.5
T009886,2024-03-14 08:53:00,S01,P001,1,3.0
T016560,2024-04-29 13:52:00,S02,P017,1,8.5
T002527,2024-01-20 08:00:00,S01,P012,1,3.5
T002701,2024-01-21 08:39:00,S01,P011,1,3.75
T011775,2024-03-28 14:15:00,S01,P012,1,3.5
T009076,2024-03-08 13:58:00,S02,P005,1,4.75
T000019,2024-01-01 14:49:00,S01,P001,2,3.0
T004646,2024-02-04 17:52:00,S03,P001,1,3.0
T015971,2024-04-25 12:20:00,S03,P006,2,5.0
T011793,2024-03-28 13:21:00,S01,P016,1,2.0
T003584,2024-01-28 13:37:00,S01,P015,1,4.25
T009109,2024-03-08 13:57:00,S03,P018,1,7.95
T006916,2024-02-22 13:25:00,S01,P003,1,4.5
T013088,2024-04-06 12:42:00,S01,P006,3,5.0
T006741,2024-02-20 10:33:00,S03,P006,2,5.0
T005877,2024-02-14 15:52:00,S01,P011,2,3.75
T014093,2024-04-13 12:23:00,S01,P002,1,3.5
T015619,2024-04-23 08:39:00,S01,P006,1,5.0
T005389,2024-02-10 08:17:00,S02,P012,1,3.5
T007817,2024-02-28 15:21:00,S03,P011,2,3.75
T010050,2024-03-15 08:43:00,S02,P006,1,5.0
T008524,2024-03-04 13:31:00,S02,P004,1,4.25
T008060,2024-03-01 11:14:00,S02,P003,1,4.5
T012835,2024-04-04 08:42:00,S01,P011,1,3.75
T014316,2024-04-14 12:36:00,S02,P017,1,8.5
T013483,2024-04-08 13:00:00,S02,P004,1,4.25
T016060,2024-04-26 14:41:00,S02,P002,2,3.5
T010589,2024-03-19 08:24:00,S01,P005,2,4.75
T005922,2024-02-14 09:54:00,S02,P001,1,3.0
T005344,2024-02-10 07:21:00,S01,P007,3,3.25
T016241,2024-04-27 08:46:00,S03,P008,1,4.5
T015085,2024-04-19 11:29:00,S03,P005,1,4.75
T002991,2024-01-23 13:50:00,S02,P006,1,5.0
T008168,2024-03-02 09:25:00,S01,P003,1,4.5
T002576,2024-01-20 12:52:00,S02,P001,1,3.0
T007501,2024-02-26 10:15:00,S01,P013,2,2.75
T008063,2024-03-01 13:01:00,S02,P001,2,3.0
T013489,2024-04-08 09:45:00,S02,P003,1,4.5
T011711,2024-03-27 08:26:00,S02,P011,1,3.75
T001455,2024-01-12 15:39:00,S02,P004,1,4.25
T000677,2024-01-06 16:37:00,S02,P002,1,3.5
T012405,2024-04-01 08:28:00,S01,P013,1,2.75
T016016,2024-04-26 08:08:00,S01,P009,2,3.25
T003307,2024-01-26 16:50:00,S01,P003,1,4.5
T007309,2024-02-25 08:34:00,S01,P003,1,4.5
T005628,2024-02-12 07:50:00,S01,P001,1,3.0
T013532,2024-04-08 15:32:00,S03,P016,1,2.0
T000042,2024-01-01 13:45:00,S02,P005,3,4.75
T008054,2024-03-01 10:35:00,S02,P006,3,5.0
T015805,2024-04-24 08:59:00,S02,P005,3,4.75
T001948,2024-01-15 13:45:00,S02,P015,2,4.25
T008329,2024-03-03 13:18:00,S01,P005,1,4.75
T014185,2024-04-13 12:17:00,S02,P018,1,7.95
T010768,2024-03-20 09:03:00,S03,P015,1,4.25
T001812,2024-01-14 16:40:00,S02,P005,2,4.75
T011386,2024-03-24 08:24:00,S03,P002,1,3.5
T003445,2024-01-27 11:00:00,S01,P004,1,4.25
T013587,2024-04-09 11:56:00,S02,P018,1,7.95
T014302,2024-04-14 11:09:00,S01,P003,1,4.5
T012549,2024-04-02 15:46:00,S01,P017,1,8.5
T014622,2024-04-16 09:26:00,S02,P006,1,5.0
T000957,2024-01-08 08:12:00,S01,P012,2,3.5
T011114,2024-03-23 09:54:00,S02,P004,1,4.25
T003050,2024-01-24 09:11:00,S01,P005,1,4.75
T014484,2024-04-15 15:31:00,S01,P001,1,3.0
T014975,2024-04-18 12:39:00,S03,P006,1,5.0
T003440,2024-01-27 10:16:00,S01,P006,1,5.0
T006546,2024-02-19 08:50:00,S01,P003,2,4.5
T011517,2024-03-26 08:00:00,S01,P011,1,3.75
T014728,2024-04-17 12:53:00,S01,P003,1,4.5
T006561,2024-02-19 14:57:00,S01,P014,1,3.95
T016352,2024-04-28 15:11:00,S02,P004,1,4.25
T013698,2024-04-10 13:12:00,S01,P011,1,3.75
T003451,2024-01-27 14:28:00,S01,P001,1,3.0
T016077,2024-04-26 11:19:00,S02,P001,2,3.0
T007673,2024-02-27 08:55:00,S02,P003,1,4.5
T000641,2024-01-06 09:47:00,S01,P011,1,3.75
T012824,2024-04-04 11:21:00,S01,P007,1,3.25
T008280,2024-03-02 13:23:00,S03,P002,1,3.5
T003288,2024-01-25 07:55:00,S03,P012,1,3.5
T008925,2024-03-07 15:50:00,S02,P005,1,4.75
T015489,2024-04-22 16:39:00,S01,P011,1,3.75
T000952,2024-01-08 08:16:00,S01,P006,1,5.0
T013143,2024-04-06 08:40:00,S02,P005,3,4.75
T002964,2024-01-23 08:34:00,S02,P005,1,4.75
T016505,2024-04-29 15:52:00,S01,P013,1,2.75
T013034,2024-04-05 15:06:00,S03,P003,1,4.5
T009797,2024-03-13 14:53:00,S02,P013,1,2.75
T003356,2024-01-26 10:37:00,S02,P003,2,4.5
T010390,2024-03-17 13:30:00,S03,P018,1,7.95
T016377,2024-04-28 09:01:00,S02,P002,1,3.5
T000316,2024-01-03 12:43:00,S02,P011,1,3.75
T009901,2024-03-14 10:18:00,S01,P011,1,3.75
T007359,2024-02-25 16:31:00,S02,P015,1,4.25
T000937,2024-01-07 12:25:00,S03,P006,1,5.0
T002652,2024-01-20 15:35:00,S03,P001,1,3.0
T011432,2024-03-25 10:09:00,S02,P015,1,4.25
T000356,2024-01-03 18:05:00,S03,P007,1,3.25
T002854,2024-01-22 10:46:00,S02,P016,1,2.0
T014505,2024-04-15 17:36:00,S02,P013,1,2.75
T001353,2024-01-11 08:53:00,S02,P015,1,4.25
T006947,2024-02-22 12:19:00,S02,P017,3,8.5
T016496,2024-04-29 13:20:00,S01,P018,1,7.95
T014675,2024-04-16 12:43:00,S03,P014,1,3.95
T009792,2024-03-13 07:14:00,S02,P006,1,5.0
T011091,2024-03-23 08:04:00,S01,P011,1,3.75
T015742,2024-04-24 13:32:00,S01,P005,1,4.75
T013396,2024-04-07 13:26:00,S03,P005,1,4.75
T006226,2024-02-17 07:29:00,S01,P015,1,4.25
T016428,2024-04-28 18:39:00,S03,P010,1,5.25
T016347,2024-04-28 08:23:00,S01,P003,2,4.5
T013588,2024-04-09 12:37:00,S02,P017,1,8.5
T015504,2024-04-22 08:25:00,S01,P002,2,3.5
T016285,2024-04-27 11:27:00,S03,P017,1,8.5
T005067,2024-02-08 11:44:00,S01,P011,1,3.75
T005733,2024-02-13 09:48:00,S01,P002,1,3.5
T008978,2024-03-07 09:56:00,S03,P010,2,5.25
T003426,2024-01-27 09:16:00,S01,P016,1,2.0
T014810,2024-04-17 08:28:00,S03,P014,2,3.95
